,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.98, 0.056061191058138796)","(0.02666666666666667, 0.04577377082170635)","(0.04, 0.07367883976130073)","(0.31333333333333335, 0.14573295865416044)","(0.272, 0.03277629805645711)","(0.3490695467218757, 0.0166337537844226)","(1.4631785304596028, 0.12341994504585589)"
1,2,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.11333333333333334, 0.0915475416434127)","(0.54, 0.18822478962286404)","(0.62, 0.14242792663559448)","(0.4533333333333333, 0.05639993245521115)","(0.6511508991320928, 0.002452786125604113)","(1.481936848225693, 0.08592902079426806)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.14666666666666667, 0.0990430401872025)","(0.8733333333333333, 0.14375905768565217)","(0.8133333333333334, 0.11254628677422757)","(0.5666666666666667, 0.04253849796976626)","(0.9471760368595521, 0.003968721294153633)","(1.523941888473928, 0.06667252848697255)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.18, 0.08618916073713347)","(0.9733333333333334, 0.05936168397046636)","(0.88, 0.10823255385643321)","(0.6066666666666667, 0.03352326839390103)","(1.2449980259562532, 0.005085454893710967)","(1.484153450590869, 0.08137801105775214)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.20666666666666667, 0.09611501047232549)","(0.9933333333333333, 0.025819888974716106)","(0.9266666666666666, 0.09611501047232549)","(0.6253333333333333, 0.030674947122242634)","(1.5440339181572198, 0.0076852030827924385)","(1.4614800500993927, 0.11135585818385704)"
