budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.03333333333333333, 0.06172133998483677)","(0.15333333333333335, 0.13020130933435714)","(0.0, 0.0)","(0.42666666666666664, 0.19444671200491873)","(0.06666666666666667, 0.06172133998483677)","(0.136, 0.03794733192202055)","(77.30911478102207, 2.0642681005643544)","(2.423627503332682, 0.5920431810472333)"
2,"(0.05333333333333334, 0.06399404734221845)","(0.11333333333333334, 0.10600988273786194)","(0.0, 0.0)","(0.37333333333333335, 0.25764501233470904)","(0.06666666666666667, 0.08997354108424374)","(0.12133333333333333, 0.05475486497193869)","(102.91237588725829, 5.882815664202358)","(2.3352853457598637, 0.6871974569876957)"
3,"(0.05333333333333334, 0.07432233529572066)","(0.10666666666666667, 0.08837151016885368)","(0.0, 0.0)","(0.47333333333333333, 0.25203930154602777)","(0.04, 0.050709255283711)","(0.13466666666666666, 0.057800972145391996)","(131.691031832085, 7.538968337217328)","(2.546519158524461, 0.8032191147469938)"
4,"(0.06666666666666667, 0.08164965809277261)","(0.11333333333333334, 0.11254628677422755)","(0.0, 0.0)","(0.37333333333333335, 0.27377432485969344)","(0.04666666666666667, 0.06399404734221845)","(0.12000000000000001, 0.05503245795502349)","(157.08281782582247, 11.3756878811795)","(2.2154906372074037, 0.4618293004324205)"
5,"(0.04666666666666667, 0.07432233529572066)","(0.14666666666666667, 0.12459458063579461)","(0.0, 0.0)","(0.42666666666666664, 0.22824381283013584)","(0.060000000000000005, 0.07367883976130073)","(0.136, 0.049106298694043024)","(185.51127131416771, 17.193267728605747)","(2.453417484671809, 0.7867325338894944)"
