budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.23333333333333334, 0.17182493859684492)","(0.7266666666666667, 0.15796322658258458)","(0.7266666666666667, 0.19444671200491878)","(0.42666666666666664, 0.16242214252050852)","(0.5, 0.16035674514745463)","(0.5226666666666666, 0.08206849636272187)","(151.6853037521243, 10.67724358203374)","(0.8864239145070314, 0.37659411823795685)"
2,"(0.6333333333333333, 0.27688746209726917)","(0.72, 0.14735767952260148)","(0.7333333333333334, 0.2126924898488314)","(0.5, 0.21044171232366052)","(0.5133333333333333, 0.14074631010979935)","(0.62, 0.10253919111386492)","(154.29921707541993, 10.808868390831721)","(0.9614822929104169, 0.19474728578112988)"
3,"(0.78, 0.2569046515733026)","(0.7666666666666667, 0.19518001458970666)","(0.8066666666666666, 0.11629191512658792)","(0.5066666666666667, 0.25485756993344527)","(0.54, 0.11212238211627762)","(0.68, 0.07819389819088005)","(154.08473693008224, 12.17883004524196)","(0.8388531441489856, 0.23746298745349181)"
4,"(0.8, 0.30237157840738177)","(0.6866666666666666, 0.14074631010979938)","(0.78, 0.16124515496597103)","(0.48, 0.21111946516469904)","(0.49333333333333335, 0.12227992865708152)","(0.648, 0.09850308189522368)","(155.14002918445814, 11.886739782077493)","(0.8087024685616294, 0.25441986388812204)"
5,"(0.88, 0.19346465162548798)","(0.6666666666666666, 0.20236694629405505)","(0.7333333333333334, 0.26903708365381973)","(0.5266666666666666, 0.2433887738538802)","(0.48, 0.13201731488169052)","(0.6573333333333333, 0.12209286083414814)","(155.58805844578893, 11.83003536652676)","(0.8188887944445014, 0.18873414244504433)"
