budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.6133333333333333, 0.451769009666708)","(0.74, 0.18822478962286407)","(0.7666666666666667, 0.20236694629405505)","(0.52, 0.20424075429327446)","(0.48, 0.17402791237532642)","(0.624, 0.14642404174178503)","(12.32140189423614, 12.3444818421908)","(1.7365545178685957, 2.043282730703945)"
2,"(0.8733333333333333, 0.33480626949810555)","(0.6933333333333334, 0.17511900715418263)","(0.74, 0.2529822128134704)","(0.49333333333333335, 0.1667618775665584)","(0.49333333333333335, 0.17915143899851346)","(0.6586666666666666, 0.15445141014324892)","(3.3080513963126577, 2.3409635204362997)","(1.1340991042709598, 0.28360016025040696)"
3,"(0.9866666666666667, 0.03518657752744983)","(0.6733333333333333, 0.2016597794967223)","(0.8200000000000001, 0.0861891607371335)","(0.5466666666666666, 0.24162150645369376)","(0.5266666666666666, 0.12798809468443686)","(0.7106666666666667, 0.07401415566021974)","(3.8204744204645977, 2.6913962042013186)","(1.0349731848652786, 0.2774600964176542)"
4,"(1.0, 0.0)","(0.6533333333333333, 0.19223002094465097)","(0.8200000000000001, 0.0861891607371335)","(0.5333333333333333, 0.20236694629405505)","(0.5466666666666666, 0.12459458063579461)","(0.7106666666666667, 0.05799835794063071)","(4.292549642260807, 1.1811249855048445)","(1.2322391087344537, 0.36659464605426456)"
5,"(0.9866666666666667, 0.03518657752744983)","(0.7333333333333334, 0.13451854182690987)","(0.8133333333333334, 0.08338093878327922)","(0.5133333333333333, 0.21995670569671744)","(0.5333333333333333, 0.1759328876372492)","(0.716, 0.043556203428936)","(4.9841844461315, 1.6086690302431477)","(1.0206856540675895, 0.1936100061196635)"
