budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.7133333333333334, 0.11872336794093274)","(0.04666666666666667, 0.06399404734221845)","(0.006666666666666667, 0.025819888974716113)","(0.16666666666666669, 0.11751393027860063)","(0.18666666666666668, 0.03598941643369749)","(161.10722817530234, 18.870591360897993)","(124.85981193995103, 1.4574801922815739)"
2,"(0.0, 0.0)","(0.7933333333333333, 0.11629191512658793)","(0.1, 0.06546536707079773)","(0.06666666666666667, 0.08997354108424374)","(0.29333333333333333, 0.1667618775665584)","(0.25066666666666665, 0.054440880997734815)","(162.59703709588698, 18.16988689885669)","(125.45536849458391, 2.038219689091442)"
3,"(0.006666666666666667, 0.025819888974716113)","(0.84, 0.12983506020002017)","(0.11333333333333334, 0.10600988273786194)","(0.13333333333333333, 0.16761634196950517)","(0.3466666666666667, 0.16846647257229666)","(0.28800000000000003, 0.07475674838147676)","(138.85766122627294, 23.717092485116893)","(113.76668459766564, 1.9014847621959285)"
4,"(0.02, 0.041403933560541256)","(0.8466666666666667, 0.12459458063579461)","(0.17333333333333334, 0.10327955589886445)","(0.16666666666666669, 0.09759000729485333)","(0.4, 0.1927248223318863)","(0.32133333333333336, 0.07424541031189033)","(161.1810009130762, 43.23822116258205)","(113.78030455680177, 1.3410322253162004)"
5,"(0.03333333333333333, 0.048795003647426664)","(0.88, 0.07745966692414832)","(0.19333333333333333, 0.1162919151265879)","(0.18, 0.12071217242444347)","(0.43333333333333335, 0.20586634591635508)","(0.34400000000000003, 0.07179335424874446)","(128.10001162429495, 11.912915628394963)","(112.48745550479894, 2.6175653097635543)"
