,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.3333333333333333, 0.4879500364742666)","(0.5333333333333333, 0.14960264830861913)","(0.0, 0.0)","(0.3333333333333333, 0.4879500364742666)","(0.24666666666666667, 0.16846647257229663)","(0.28933333333333333, 0.21868002282090693)","(0.054866490156079334, 0.022835523058102252)","(8.6460321441448, 0.5543865650211603)"
1,2,"(0.013333333333333334, 0.035186577527449844)","(0.6133333333333333, 0.20307165050320353)","(0.006666666666666667, 0.025819888974716113)","(0.006666666666666667, 0.025819888974716113)","(0.25333333333333335, 0.16846647257229666)","(0.17866666666666667, 0.051529002466941816)","(0.09223631320831677, 0.010381805924326021)","(8.746093644077579, 1.0694002943145273)"
2,3,"(0.006666666666666667, 0.025819888974716113)","(0.58, 0.193464651625488)","(0.006666666666666667, 0.025819888974716113)","(0.0, 0.0)","(0.23333333333333334, 0.20236694629405505)","(0.16533333333333333, 0.05730453318725774)","(0.13865036852657794, 0.011769876800970046)","(8.565953093611945, 0.6012725593849807)"
3,4,"(0.006666666666666667, 0.025819888974716113)","(0.5666666666666667, 0.2058663459163551)","(0.006666666666666667, 0.025819888974716113)","(0.0, 0.0)","(0.22666666666666666, 0.20165977949672229)","(0.16133333333333333, 0.0647927097603985)","(0.17579772627602022, 0.009676170026011843)","(8.73755963637183, 1.0972507869947266)"
4,5,"(0.006666666666666667, 0.025819888974716113)","(0.5266666666666666, 0.10997835284835872)","(0.02666666666666667, 0.04577377082170635)","(0.0, 0.0)","(0.2733333333333333, 0.1667618775665584)","(0.16666666666666669, 0.04700557211144025)","(0.20810146477694313, 0.011521720346299034)","(8.55694325848793, 0.6058076767192688)"
