,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9666666666666667, 0.06172133998483675)","(0.18666666666666668, 0.09904304018720249)","(0.0, 0.0)","(0.6066666666666667, 0.14375905768565217)","(0.352, 0.03189267717114474)","(11.728335180568198, 0.004385942520400009)","(8.549058454080175, 0.5917589525520268)"
1,2,"(0.006666666666666667, 0.025819888974716113)","(0.9933333333333333, 0.025819888974716106)","(0.24, 0.07367883976130071)","(0.0, 0.0)","(0.7066666666666667, 0.1279880946844369)","(0.38933333333333336, 0.02914659173083209)","(23.432166751660407, 0.001829270002409649)","(8.586848026048392, 0.6177959212460524)"
2,3,"(0.05333333333333334, 0.0915475416434127)","(0.9933333333333333, 0.025819888974716106)","(0.2733333333333333, 0.09611501047232549)","(0.08666666666666667, 0.12459458063579461)","(0.7733333333333333, 0.17099150633319551)","(0.436, 0.05666946771788642)","(35.13241657113346, 0.0019423744566203216)","(8.744741534224401, 1.0882296830494185)"
3,4,"(0.19333333333333333, 0.23441924185608345)","(1.0, 0.0)","(0.32666666666666666, 0.07037315505489969)","(0.32, 0.290811671999988)","(0.8133333333333334, 0.16846647257229666)","(0.5306666666666667, 0.11683117653059824)","(46.831844539893794, 0.0025470963092340507)","(8.747938394065326, 1.0782557754070716)"
4,5,"(0.26, 0.22296700588716195)","(1.0, 0.0)","(0.30666666666666664, 0.10997835284835873)","(0.4066666666666667, 0.2789435853528878)","(0.8133333333333334, 0.1505545305418162)","(0.5573333333333333, 0.10740222574620181)","(58.52228431121136, 0.02430474454954231)","(8.55229915206631, 0.5947348875087888)"
