,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9466666666666667, 0.06399404734221843)","(0.0, 0.0)","(0.0, 0.0)","(0.2866666666666667, 0.3248442850410171)","(0.24666666666666667, 0.06872997543873796)","(11.868276346412797, 0.17524366570692856)","(6.273285280105968, 3.9417704730859904)"
1,2,"(0.0, 0.0)","(0.9666666666666667, 0.06172133998483675)","(0.006666666666666667, 0.025819888974716113)","(0.013333333333333334, 0.051639777949432225)","(0.32666666666666666, 0.23744673588186546)","(0.26266666666666666, 0.054440880997734815)","(23.701084116846324, 0.35774192620924)","(5.969474051147699, 3.861728020692304)"
2,3,"(0.0, 0.0)","(0.98, 0.04140393356054124)","(0.013333333333333334, 0.035186577527449844)","(0.07333333333333333, 0.19444671200491873)","(0.47333333333333333, 0.26313132697969516)","(0.308, 0.07848566748139434)","(35.528696103580295, 0.5225214755526972)","(6.383595368576547, 3.615857816160097)"
3,4,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.013333333333333334, 0.035186577527449844)","(0.1, 0.25634797778466234)","(0.5666666666666667, 0.23804761428476168)","(0.33466666666666667, 0.08500980335624043)","(47.35139694660902, 0.7025346690971763)","(6.137946041983863, 3.8654508609532505)"
4,5,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.03333333333333333, 0.048795003647426664)","(0.12666666666666668, 0.2789435853528878)","(0.6333333333333333, 0.2410295378065479)","(0.35733333333333334, 0.09129752513205436)","(59.18647350675116, 0.8740138971182497)","(6.377333825392028, 4.009655673347635)"
