high_margin,low_margin,other,total,budget,time,time_defense
"(0.0, 0.0)","(0.8933333333333333, 0.12227992865708155)","(0.2866666666666667, 0.2175075258687014)","(0.36666666666666664, 0.13318444067568566)",1,"[22.17557178399875, 10.320295989018632, 10.345068396854913, 10.19442763394909, 9.850542443804443, 10.26873829512624, 9.836272276967065, 10.061663864878938, 10.411307673028205, 10.142760571150575, 9.967305583093548, 10.36067912701401, 10.361429017066257, 10.436740764969727, 10.2858847930911]","[3.985048567992635, 0.7382242110033985, 1.7608561689849012, 9.262092499004211, 4.7866023069946095, 6.525225842982763, 1.1050887699821033, 1.392308292008238, 1.2755683870054781, 1.0307510909915436, 2.192496140021831, 1.5224186640116386, 7.761270326998783, 7.025697812001454, 14.411260275985114]"
"(0.006666666666666667, 0.025819888974716113)","(0.9533333333333334, 0.08338093878327918)","(0.5466666666666666, 0.1505545305418162)","(0.5133333333333333, 0.08444496658151024)",2,"[10.847590828983812, 10.577236616954906, 10.652709623944247, 10.75830180599587, 10.416200290957931, 18.66894064596272, 10.347990579961333, 10.413411040062783, 10.875813214923255, 10.85594127306831, 10.918541439110413, 10.265861508087255, 10.828299160086317, 9.909721718897345, 10.399264555977425]","[1.5154929459968116, 0.7381793329841457, 1.7442872160172556, 9.19004713499453, 4.788748948980356, 6.530285218992503, 1.1471662139811087, 1.0416689550038427, 1.0790645029919688, 2.8862754840229172, 1.6030615829804447, 1.9882574049988762, 7.761967917002039, 7.023980344005395, 11.060397291003028]"
"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.53, 0.15212776585113297)","(0.5133333333333333, 0.07551411094875547)",3,"[10.707967622991418, 10.772058194910642, 10.87571877296432, 11.110696465068031, 11.004011621029349, 10.557744370104047, 10.429814594128402, 11.106278318940895, 10.491119793994585, 11.092787843081169, 11.058058920869371, 11.185740156914108, 10.752748569153482, 12.846071110921912, 11.399974159983685]","[1.520715654012747, 0.73732423101319, 1.7423008249897975, 9.74448927398771, 4.790438127005473, 6.527427727996837, 1.2083491979865357, 1.0419962650048546, 1.103505800012499, 1.5970964859880041, 2.0003104190109298, 1.4599499340110924, 7.764036420994671, 7.02140699600568, 10.310417883010814]"
"(0.0, 0.0)","(0.98, 0.04140393356054124)","(0.67, 0.10656989658033293)","(0.58, 0.05277986629117476)",4,"[11.245155029115267, 11.327879951044451, 11.288536778069101, 11.505069539125543, 10.137732736911858, 11.638354574039113, 11.524609331972897, 11.468809932033764, 10.887250064028194, 11.635104484041221, 11.578332065982977, 10.989411187969381, 11.742564327956643, 11.040804274001857, 11.146804588061059]","[1.522679496993078, 0.7367727420059964, 1.662377724016551, 9.197030834009638, 4.793952915992122, 6.533981779997703, 1.1179983349866234, 1.041996713989647, 1.000024228997063, 1.0353899049805477, 1.6876422920031473, 1.5709549749735743, 7.765109127998585, 7.0221057299932, 11.1091149369895]"
"(0.006666666666666667, 0.025819888974716113)","(1.0, 0.0)","(0.61, 0.12983506020002014)","(0.5566666666666666, 0.06371439248336133)",5,"[11.773650469986023, 11.053743569966173, 11.196841408906039, 18.967920116934692, 11.911498595029116, 11.257886293897172, 11.288982184021734, 10.448479264887283, 10.365748991956934, 11.190220382006373, 11.455906372779282, 11.350126487988746, 11.530216105020372, 11.460054032882908, 11.729633427923545]","[1.5151696010143496, 0.7361187110072933, 1.7412640620023012, 9.189516503014602, 4.7873092259978876, 6.527928108989727, 1.234483842010377, 1.3945779969799332, 1.1035836009832565, 1.7577182310051285, 1.4070745090139098, 2.403674847999355, 7.762884463998489, 7.024927441001637, 10.754302558023483]"
