,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.82, 0.17808505191139912)","(0.3, 0.22119803667431462)","(0.355, 0.14886475165637528)","(234.57567504320372, 10.442316677667312)","(13.422362796067318, 13.029260748439915)"
1,2,"(0.013333333333333334, 0.035186577527449844)","(0.92, 0.08618916073713344)","(0.5533333333333333, 0.12315302134607442)","(0.51, 0.06668154595859767)","(407.88247693507583, 19.020768136894404)","(12.141551007199935, 11.934539760485924)"
2,3,"(0.013333333333333334, 0.035186577527449844)","(0.96, 0.0736788397613007)","(0.53, 0.16775832957816772)","(0.5083333333333333, 0.0924211375534118)","(567.6917514782705, 31.081834421440057)","(13.522876182932427, 12.789449023303558)"
3,4,"(0.05333333333333334, 0.07432233529572066)","(0.9466666666666667, 0.06399404734221843)","(0.6566666666666666, 0.16131896827034795)","(0.5783333333333334, 0.09536895771286429)","(730.3243514288635, 42.439290176793946)","(12.554890829399422, 11.639573334482536)"
4,5,"(0.06666666666666667, 0.08997354108424374)","(0.9666666666666667, 0.06172133998483675)","(0.6566666666666667, 0.13998299216418433)","(0.5866666666666667, 0.0828438002393374)","(869.1130208296711, 50.9322743921517)","(12.784692688866441, 13.055092565288644)"
