high_margin,low_margin,other,total,budget,time,time_defense
"(0.0, 0.0)","(0.8200000000000001, 0.16561573424216502)","(0.18, 0.12363540870525032)","(0.295, 0.08194074514114279)",1,"(84.16696699770982, 1.6301087484466203)","(5.0911456286034085, 4.1355090567365025)"
"(0.0, 0.0)","(0.9266666666666666, 0.08837151016885368)","(0.37666666666666665, 0.1237316604977231)","(0.42, 0.07083683464735804)",2,"(85.1903770258495, 1.8456743646413358)","(4.670337626931723, 3.6852660699816964)"
"(0.0, 0.0)","(0.9, 0.12535663410560174)","(0.35333333333333333, 0.1586400537905439)","(0.40166666666666667, 0.09795528620364546)",3,"(84.45186598187429, 1.958394159423936)","(4.687881411538304, 4.082084954107338)"
"(0.0, 0.0)","(0.9266666666666666, 0.079880863671798)","(0.43666666666666665, 0.20041623354076551)","(0.45, 0.10815002806947657)",4,"(84.58561547535938, 2.1234479342135555)","(4.779917282473374, 4.128900744353011)"
"(0.0, 0.0)","(0.9333333333333333, 0.0816496580927726)","(0.4766666666666667, 0.17511900715418263)","(0.4716666666666667, 0.10258562045340236)",5,"(84.20797853557355, 1.838634495021614)","(4.401251773600234, 3.51736532004871)"
