budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.45999999999999996, 0.1723783214742669)","(0.056666666666666664, 0.05627314338711377)","(0.14333333333333334, 0.06157651067303722)","(0.042410118827441085, 0.019398081067662085)","(4.480010812531691, 4.4130742867732025)"
2,"(0.0, 0.0)","(0.5866666666666667, 0.14074631010979935)","(0.18, 0.09964221709983889)","(0.23666666666666666, 0.06739188873051909)","(0.07129358939904099, 0.031120571719121765)","(4.111588923078186, 3.5407565340724316)"
3,"(0.0, 0.0)","(0.46, 0.16388149028228555)","(0.16333333333333333, 0.10600988273786194)","(0.19666666666666666, 0.07249794742578841)","(0.0914851798520734, 0.0066826301708009)","(4.265528423211071, 4.3564925290151795)"
4,"(0.0, 0.0)","(0.48, 0.14735767952260143)","(0.19, 0.11051825964195108)","(0.215, 0.06394752312862254)","(0.11919921866307656, 0.009947848971160267)","(4.5497881331907895, 4.959203158128344)"
5,"(0.0, 0.0)","(0.5133333333333333, 0.14074631010979935)","(0.18666666666666668, 0.12315302134607443)","(0.22166666666666665, 0.06870398893250737)","(0.14046585509010281, 0.015247420142507795)","(4.1591532429951865, 3.7441928259858637)"
