budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.8333333333333334, 0.2058663459163551)","(0.27666666666666667, 0.22109037152475092)","(0.3466666666666667, 0.15232327777585722)","(1233.5860787574395, 68.6994905771074)","(4.749905384071948, 4.334860727080441)"
2,"(0.0, 0.0)","(0.9266666666666666, 0.10997835284835873)","(0.4766666666666667, 0.1602081978759722)","(0.47, 0.10273057689204042)","(1151.2300120675238, 66.28323544005195)","(3.9279383590095676, 3.6354216572704035)"
3,"(0.0, 0.0)","(0.92, 0.09411239481143202)","(0.5033333333333333, 0.173685539601507)","(0.4816666666666667, 0.10668154658117955)","(1084.3496954372115, 43.10890834026631)","(4.110192691464908, 3.6907303096700956)"
4,"(0.0, 0.0)","(0.9733333333333334, 0.05936168397046636)","(0.5433333333333333, 0.1926012411570551)","(0.515, 0.10299098434883928)","(1052.8076868403004, 41.57585302740811)","(3.917831315996591, 3.781325244369559)"
5,"(0.0, 0.0)","(0.9533333333333334, 0.07432233529572063)","(0.5599999999999999, 0.18146231407256833)","(0.5183333333333333, 0.09976162063830436)","(1007.7182029480851, 32.99101997521498)","(4.604479001796183, 4.097957807857854)"
