budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.42, 0.16124515496597097)","(0.07, 0.045512949491639976)","(0.13999999999999999, 0.04204589329360411)","(0.08396093128249049, 0.0499278073136076)","(4.188039008869479, 3.8353942924460642)"
2,"(0.006666666666666667, 0.025819888974716113)","(0.5, 0.1690308509457033)","(0.2833333333333333, 0.10634624492441569)","(0.2683333333333333, 0.06578283174492379)","(0.19453673117483655, 0.015230423009067361)","(4.311584588186816, 4.547813848853814)"
3,"(0.0, 0.0)","(0.54, 0.13522468075656263)","(0.23666666666666666, 0.16633299933166198)","(0.25333333333333335, 0.09722335600245938)","(0.33663239030477904, 0.031928859317312146)","(4.441850564675406, 4.493665083034748)"
4,"(0.0, 0.0)","(0.52, 0.12071217242444346)","(0.2, 0.14267845968170126)","(0.23, 0.08194074514114279)","(0.5270097579962264, 0.05724723927799431)","(4.785877757255609, 5.578954836068477)"
5,"(0.0, 0.0)","(0.48, 0.20770858707058104)","(0.22666666666666666, 0.2007723183347839)","(0.23333333333333334, 0.12630273533214137)","(0.854883250951146, 0.10813402480510718)","(3.706279748864472, 3.221627610712351)"
