budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.42666666666666664, 0.17915143899851346)","(0.060000000000000005, 0.04309458036856673)","(0.13666666666666666, 0.048057505236162736)","(0.08396093128249049, 0.0499278073136076)","(4.188039008869479, 3.8353942924460642)"
2,"(0.006666666666666667, 0.025819888974716113)","(0.5066666666666667, 0.17915143899851346)","(0.27999999999999997, 0.10488088481701516)","(0.2683333333333333, 0.08476157035782084)","(0.19453673117483655, 0.015230423009067361)","(4.311584588186816, 4.547813848853814)"
3,"(0.0, 0.0)","(0.5333333333333333, 0.12909944487358055)","(0.23666666666666666, 0.16633299933166198)","(0.25166666666666665, 0.09232447954800245)","(0.33663239030477904, 0.031928859317312146)","(4.441850564675406, 4.493665083034748)"
4,"(0.0, 0.0)","(0.5266666666666666, 0.15796322658258458)","(0.21666666666666667, 0.1543033499620919)","(0.24, 0.09344593547684595)","(0.5270097579962264, 0.05724723927799431)","(4.785877757255609, 5.578954836068477)"
5,"(0.0, 0.0)","(0.5066666666666667, 0.15796322658258455)","(0.25333333333333335, 0.20394910663015442)","(0.25333333333333335, 0.11872336794093273)","(0.854883250951146, 0.10813402480510718)","(3.706279748864472, 3.221627610712351)"
