high_margin,low_margin,other,total,budget,time,time_defense
"(0.0, 0.0)","(0.8733333333333333, 0.13870146083619753)","(0.26, 0.19104973174542803)","(0.34833333333333333, 0.12693736738287603)",1,"[3.7816141460789368, 3.2382854099269025, 3.2388962540135253, 3.5469648840662558, 3.54468869799166, 3.545688216079725, 3.3339145840145648, 3.334661674016388, 3.334712681011297, 3.238408317003632, 3.2383118631260004, 3.2383411921036895, 3.2426966169441584, 3.2418139419460203, 3.2427397939609364]","[8.92715270500048, 0.7356976779992692, 1.7390228669974022, 10.271711219014833, 4.792164068989223, 6.551650123001309, 1.1045143099909183, 1.0394567180192098, 0.9979618520010263, 1.7447242460038979, 2.0468243139912374, 1.6518736750003882, 7.774686663004104, 7.028402861993527, 18.335110118001467]"
"(0.006666666666666667, 0.025819888974716113)","(0.96, 0.0736788397613007)","(0.5366666666666666, 0.1986262343004593)","(0.51, 0.0990129861612679)",2,"[6.45958185690688, 6.461485279869521, 6.460941204044502, 7.076494611945236, 7.073856112925569, 7.073949608049588, 6.782286491972627, 6.652227047015913, 6.6537899019313045, 6.463022234063828, 6.4608292700431775, 6.460479344968917, 6.463115835009376, 6.464257455052575, 6.4644635249860585]","[1.5291452659876086, 0.7357335179985967, 1.6597097879857756, 9.206022247992223, 4.793672241998138, 6.533154869015561, 1.0875523009744938, 1.0393075289903209, 1.0776724169845693, 1.4051786919881124, 1.393678889988223, 1.7786644299922045, 7.780383181991056, 7.032951467990642, 14.424552975979168]"
"(0.006666666666666667, 0.025819888974716113)","(0.96, 0.08280786712108251)","(0.5633333333333334, 0.19036306164299638)","(0.5233333333333333, 0.10065263226042517)",3,"[9.681119946908439, 9.681798858975526, 9.68372731906129, 10.604015888064168, 10.61558678705478, 10.60315777696087, 9.971540602942696, 9.97126686089905, 9.973083679069532, 9.681717883970123, 9.682576373161282, 9.681763351050904, 9.685977026063483, 9.69203183503123, 9.688070125936065]","[1.5177839949901681, 0.7360767400241457, 1.659626198001206, 11.934866644005524, 4.7934602219902445, 6.534235038998304, 1.8517335189972073, 1.0409591660136357, 1.4700378810230177, 1.3425771010224707, 2.038214253989281, 2.217037426016759, 10.387595769978361, 7.033811091998359, 8.709112539014313]"
"(0.006666666666666667, 0.025819888974716113)","(0.98, 0.04140393356054124)","(0.6133333333333333, 0.1931567337928549)","(0.5533333333333333, 0.0948996964218136)",4,"[12.904617021995364, 12.904806160076987, 12.906493124144617, 14.130941923969658, 14.130462253902806, 14.130843319842825, 13.29004833707586, 13.289928261889145, 13.289124924951466, 12.905384571058676, 12.904824413941242, 12.904501896875445, 12.919611787976464, 12.907931793190073, 12.909009058988886]","[1.5213729699898977, 0.7358517190150451, 1.7604272169992328, 11.317058223008644, 4.793871683999896, 6.535466567002004, 1.0964020719984546, 1.0154374870180618, 1.1006069269787986, 1.3339531370147597, 1.0079211840056814, 2.2464120319928043, 7.777739624987589, 7.035768147005001, 14.49036007799441]"
"(0.013333333333333334, 0.035186577527449844)","(0.9733333333333334, 0.05936168397046636)","(0.6666666666666666, 0.2265160564055533)","(0.58, 0.1250714081749188)",5,"[16.127383969083894, 16.126749281917, 16.128428722004173, 17.665082248102408, 17.660136208985932, 17.658186153072165, 16.608725951926317, 16.609777943842346, 16.60931703305687, 16.12668477612897, 16.126130475924583, 16.128639554954134, 16.13021794796805, 16.131148590851808, 16.15941026402288]","[1.5172254609933589, 0.7369944710226264, 1.740390187012963, 9.20793016598327, 4.794944435998332, 6.535112876998028, 1.122073831007583, 1.0402928320108913, 1.587094345013611, 1.0294450339861214, 2.227575357974274, 2.043486729991855, 7.779958800994791, 7.033970379998209, 14.429533051996259]"
