budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.8466666666666667, 0.1846489590960049)","(0.2833333333333333, 0.24976179127511156)","(0.35333333333333333, 0.15976172734359603)","(117.7519291633546, 2.7013777179252583)","(4.720911007801381, 3.7606178291470904)"
2,"(0.013333333333333334, 0.051639777949432225)","(0.9533333333333334, 0.05163977794943221)","(0.45, 0.12247448713915891)","(0.4666666666666667, 0.07175520555199827)","(154.67263426687956, 3.1618765401623965)","(5.348501182467832, 4.788027099816478)"
3,"(0.006666666666666667, 0.025819888974716113)","(0.96, 0.06324555320336757)","(0.45666666666666667, 0.14125289714685837)","(0.47000000000000003, 0.07745966692414834)","(192.41422496819482, 4.366491077820441)","(4.4919776019989515, 3.4832920923011867)"
4,"(0.006666666666666667, 0.025819888974716113)","(0.9733333333333334, 0.04577377082170634)","(0.5633333333333334, 0.16952314071564167)","(0.5266666666666666, 0.08786488545054899)","(228.44241165655356, 6.992942379337554)","(4.774135309341363, 3.937546032411914)"
5,"(0.006666666666666667, 0.025819888974716113)","(0.96, 0.06324555320336757)","(0.6366666666666667, 0.17471064513592047)","(0.5599999999999999, 0.0905341293183326)","(267.87147104233736, 8.606426383834124)","(4.517540303334439, 3.4423371271335093)"
