,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.7933333333333333, 0.11629191512658792)","(0.013333333333333334, 0.035186577527449844)","(0.04, 0.050709255283711)","(0.22, 0.16987390281365428)","(0.21333333333333335, 0.04995235825502231)","(0.3549680201336741, 0.04438988936785698)","(1.4117380696038404, 0.7678106108400233)"
1,2,"(0.0, 0.0)","(0.9, 0.12535663410560174)","(0.02666666666666667, 0.05936168397046637)","(0.30666666666666664, 0.16242214252050852)","(0.42, 0.13732131246511903)","(0.33066666666666666, 0.041997732365087574)","(0.6541440394396584, 0.07119558468693205)","(1.1791715377320846, 0.5513895098111709)"
2,3,"(0.013333333333333334, 0.035186577527449844)","(0.9333333333333333, 0.08997354108424373)","(0.03333333333333333, 0.048795003647426664)","(0.5333333333333333, 0.28199966227605583)","(0.44666666666666666, 0.15976172734359606)","(0.392, 0.07551726387295254)","(0.9506354259327054, 0.08275897333176316)","(1.1899217842146754, 0.5644178880293914)"
3,4,"(0.02, 0.056061191058138816)","(0.9733333333333334, 0.04577377082170634)","(0.05333333333333334, 0.051639777949432225)","(0.6866666666666666, 0.20998866182543785)","(0.6133333333333333, 0.14074631010979935)","(0.4693333333333333, 0.060411288759004395)","(1.2442679566020767, 0.1362161662728773)","(1.2412291149919232, 0.6869581381392353)"
4,5,"(0.013333333333333334, 0.051639777949432225)","(0.98, 0.056061191058138796)","(0.08666666666666667, 0.07432233529572066)","(0.8533333333333334, 0.14573295865416047)","(0.6866666666666666, 0.12459458063579462)","(0.524, 0.04910629869404303)","(1.5547174397235115, 0.1638149776974618)","(1.251799098526438, 0.6715293248897939)"
