,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.8133333333333334, 0.13557637102737477)","(0.02666666666666667, 0.05936168397046637)","(0.26, 0.19566735620873066)","(0.29333333333333333, 0.14375905768565217)","(0.28, 0.07596991885890476)","(108.71284256510747, 8.088577696653687)","(1.1724943908009058, 0.5432586233190461)"
1,2,"(0.05333333333333334, 0.0990430401872025)","(0.92, 0.08618916073713347)","(0.06666666666666667, 0.0723746864455746)","(0.5066666666666666, 0.2016597794967223)","(0.42, 0.15675276256394516)","(0.3933333333333333, 0.07037315505489967)","(102.67706177876487, 11.767577845975598)","(1.0928657959370562, 0.6934938211291904)"
2,3,"(0.08, 0.08618916073713347)","(0.9533333333333334, 0.07432233529572063)","(0.08666666666666667, 0.0833809387832792)","(0.7133333333333334, 0.15055453054181622)","(0.5466666666666666, 0.14573295865416044)","(0.47600000000000003, 0.054089872302625075)","(103.97010609234373, 9.917115661813666)","(1.2381672277503337, 0.6525233469219441)"
3,4,"(0.06666666666666667, 0.11751393027860063)","(0.96, 0.05070925528371099)","(0.1, 0.08451542547285167)","(0.7933333333333333, 0.13870146083619755)","(0.6466666666666666, 0.16417180315870614)","(0.5133333333333333, 0.055377492419453826)","(102.17006325324377, 9.560362486541106)","(1.2140547740117957, 0.7019334907816597)"
4,5,"(0.060000000000000005, 0.12983506020002017)","(0.96, 0.06324555320336757)","(0.1, 0.1)","(0.8866666666666667, 0.13020130933435714)","(0.6533333333333333, 0.16417180315870614)","(0.532, 0.05280692595267621)","(99.98328628290135, 7.922187516408765)","(1.3205314615741373, 0.9210638102271712)"
