,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.02666666666666667, 0.05936168397046637)","(0.8333333333333334, 0.10465362369445672)","(0.04, 0.06324555320336758)","(0.38, 0.2336052836975837)","(0.3066666666666667, 0.14375905768565217)","(0.31733333333333336, 0.08030892733391357)","(22.861297039253017, 1.1378843593851564)","(1.8318454476073385, 0.8709361482782109)"
1,2,"(0.02, 0.041403933560541256)","(0.8733333333333333, 0.0961150104723255)","(0.04666666666666667, 0.06399404734221845)","(0.72, 0.1146423008442222)","(0.5, 0.24784787961282104)","(0.432, 0.06537802164554778)","(29.442615154758094, 0.6821267420631597)","(1.605966901841263, 0.7332402816934404)"
2,3,"(0.10666666666666667, 0.1279880946844369)","(0.9266666666666666, 0.07037315505489966)","(0.09333333333333334, 0.08837151016885368)","(0.8866666666666667, 0.12459458063579462)","(0.64, 0.17237832147426693)","(0.5306666666666666, 0.0704543080571339)","(35.8886732455343, 1.074027214833781)","(1.735654305604597, 0.9599212862851567)"
3,4,"(0.11333333333333334, 0.13557637102737474)","(0.9666666666666667, 0.06172133998483675)","(0.06666666666666667, 0.06172133998483677)","(0.92, 0.161245154965971)","(0.7666666666666667, 0.1397276262011544)","(0.5666666666666667, 0.06443897075823722)","(42.90434689323107, 1.1867258452784222)","(1.3129153757666547, 0.6151868770008476)"
4,5,"(0.12666666666666668, 0.14375905768565217)","(0.96, 0.06324555320336757)","(0.10666666666666667, 0.10327955589886445)","(0.96, 0.0736788397613007)","(0.84, 0.12983506020002017)","(0.5986666666666667, 0.0515290024669418)","(49.49513635318726, 1.5128602437213916)","(1.3618626568466425, 0.622747730894804)"
