,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.78, 0.10141851056742202)","(0.006666666666666667, 0.025819888974716113)","(0.09333333333333334, 0.07988086367179803)","(0.18, 0.18593393604027364)","(0.212, 0.04459340117743239)","(22.861297039253017, 1.1378843593851564)","(1.8318454476073385, 0.8709361482782109)"
1,2,"(0.0, 0.0)","(0.8666666666666667, 0.10465362369445674)","(0.05333333333333334, 0.0833809387832792)","(0.62, 0.20424075429327448)","(0.4666666666666667, 0.21930626551751342)","(0.4013333333333333, 0.08798268227868698)","(29.442615154758094, 0.6821267420631597)","(1.605966901841263, 0.7332402816934404)"
2,3,"(0.006666666666666667, 0.025819888974716113)","(0.9533333333333334, 0.06399404734221843)","(0.02666666666666667, 0.04577377082170635)","(0.7466666666666667, 0.2065591117977289)","(0.5466666666666666, 0.16417180315870614)","(0.456, 0.0610386294547501)","(35.8886732455343, 1.074027214833781)","(1.735654305604597, 0.9599212862851567)"
3,4,"(0.04, 0.07367883976130073)","(0.98, 0.04140393356054124)","(0.07333333333333333, 0.08837151016885368)","(0.8466666666666667, 0.2325838302531758)","(0.6533333333333333, 0.17265434778633237)","(0.5186666666666667, 0.0768920083778604)","(42.90434689323107, 1.1867258452784222)","(1.3129153757666547, 0.6151868770008476)"
4,5,"(0.07333333333333333, 0.10997835284835873)","(0.98, 0.04140393356054124)","(0.05333333333333334, 0.0833809387832792)","(0.9400000000000001, 0.09856107606091623)","(0.78, 0.15675276256394519)","(0.5653333333333334, 0.057800972145391996)","(49.49513635318726, 1.5128602437213916)","(1.3618626568466425, 0.622747730894804)"
