,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.02, 0.041403933560541256)","(0.7066666666666667, 0.21865389045137937)","(0.006666666666666667, 0.025819888974716113)","(0.006666666666666667, 0.025819888974716113)","(0.12000000000000001, 0.12071217242444349)","(0.17200000000000001, 0.05747048932153913)","(215.96257907707866, 46.613880274802945)","(7.410483036004007, 2.4085790554854096)"
1,2,"(0.03333333333333333, 0.08164965809277261)","(0.9066666666666667, 0.1751190071541826)","(0.02, 0.041403933560541256)","(0.19333333333333333, 0.14375905768565217)","(0.2866666666666667, 0.188477610139267)","(0.28800000000000003, 0.05059644256269407)","(217.7939600106639, 42.687530344923836)","(7.3398914645736415, 2.326615616990515)"
2,3,"(0.08, 0.07745966692414834)","(0.8933333333333333, 0.13870146083619753)","(0.02, 0.041403933560541256)","(0.3066666666666667, 0.14375905768565217)","(0.42, 0.15212776585113297)","(0.34400000000000003, 0.0633358395494097)","(223.68958236059794, 45.18019147237839)","(7.378618359503647, 2.34945697244309)"
3,4,"(0.12666666666666668, 0.12227992865708154)","(0.9466666666666667, 0.11254628677422755)","(0.03333333333333333, 0.048795003647426664)","(0.35333333333333333, 0.18073922282301277)","(0.52, 0.15212776585113297)","(0.396, 0.06641858603906418)","(223.72673966189225, 44.354036413454274)","(7.412247066913793, 2.335247583021573)"
4,5,"(0.14, 0.17647338933351153)","(0.9533333333333334, 0.10600988273786194)","(0.03333333333333333, 0.06172133998483677)","(0.36666666666666664, 0.17182493859684492)","(0.5733333333333334, 0.16242214252050852)","(0.41333333333333333, 0.05485912694824636)","(222.05139857356747, 43.037206429978774)","(7.448042070989808, 2.345696733113021)"
