,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.05, 0.08498365855987976)","(0.46, 0.31692971530679237)","(0.2, 0.13944333775567927)","(0.2275, 0.1314713741550693)","(143.46594207813033, 43.380651856478316)","(9.747553009400145, 7.671227285007335)"
1,2,"(0.1, 0.14907119849998599)","(0.69, 0.2469817807045694)","(0.385, 0.15101508386765727)","(0.39, 0.11737877907772673)","(208.39314860254527, 26.675353509419942)","(11.000184036931023, 8.334841569805242)"
2,3,"(0.19, 0.23781411975649291)","(0.81, 0.15238839267549947)","(0.415, 0.18112303982529546)","(0.4575, 0.14862798450419012)","(142.90519814142027, 38.05963061321546)","(10.013809788692743, 7.36780891619487)"
3,4,"(0.15, 0.20138409955990952)","(0.84, 0.1264911064067352)","(0.48, 0.1085254706406647)","(0.4875, 0.08270597183866336)","(170.43200757012238, 14.810211945724182)","(9.985567257809453, 8.900623390261055)"
4,5,"(0.12000000000000001, 0.17511900715418263)","(0.81, 0.1370320319406298)","(0.56, 0.21055482263138342)","(0.5125, 0.14872140247978954)","(140.15428377161734, 38.03809988061868)","(9.350109582999721, 7.980204138687471)"
