budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.04666666666666667, 0.07432233529572066)","(0.28, 0.2210365192839022)","(0.16, 0.10212037714663723)","(0.16166666666666665, 0.08755950357709132)","(0.045542891463264824, 0.009357891783732622)","(2.701320971082896, 1.9777736377401964)"
2,"(0.09333333333333334, 0.1279880946844369)","(0.5333333333333333, 0.3154739442867026)","(0.33, 0.2128044038212421)","(0.32166666666666666, 0.17419884642338507)","(0.06483288360759616, 0.006041703657601787)","(2.9233542932973555, 2.5393520660560776)"
3,"(0.18, 0.18593393604027364)","(0.6133333333333334, 0.30441200151548997)","(0.39333333333333337, 0.198086080374405)","(0.395, 0.1753058551707354)","(0.12297515355361005, 0.04198468847169994)","(2.7856738270570833, 2.3252744434943944)"
4,"(0.14, 0.16818357317441643)","(0.64, 0.24142434484888695)","(0.48333333333333334, 0.19518001458970666)","(0.43666666666666665, 0.14695318334503032)","(0.19269861495122315, 0.04045775393444086)","(2.8298332622895637, 2.4421490343736094)"
5,"(0.15333333333333335, 0.17674302033770736)","(0.76, 0.25298221281347033)","(0.5433333333333333, 0.15337473561121312)","(0.5, 0.12210943569484828)","(0.2548018532960365, 0.06524353418170377)","(2.3753341821332774, 1.721217824684031)"
