,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.12666666666666668, 0.12227992865708155)","(0.54, 0.322490309931942)","(0.34, 0.18631770102243564)","(0.33666666666666667, 0.15493854388418776)","(143.25819655553593, 28.598142413257094)","(8.186327959814419, 7.228464676108293)"
1,2,"(0.3, 0.19639610121239315)","(0.66, 0.2501428163498376)","(0.5766666666666667, 0.13074875944053196)","(0.5283333333333333, 0.1093269452256897)","(143.28567201087716, 28.114754191121264)","(7.336069070796172, 5.686762905722705)"
2,3,"(0.32666666666666666, 0.2016597794967223)","(0.8866666666666667, 0.14573295865416044)","(0.6533333333333333, 0.09904304018720249)","(0.63, 0.08974169281093058)","(143.5012992586475, 28.49714326499217)","(7.146792214953651, 5.625037003597873)"
3,4,"(0.35333333333333333, 0.2325838302531758)","(0.8266666666666667, 0.1486446705914413)","(0.6966666666666667, 0.14695318334503032)","(0.6433333333333333, 0.10241140189498062)","(143.29635607084882, 28.50218310540167)","(7.183838373585604, 5.533892140600904)"
4,5,"(0.43333333333333335, 0.3559026084010437)","(0.9133333333333333, 0.08338093878327918)","(0.7066666666666667, 0.13998299216418433)","(0.6900000000000001, 0.13489413838795433)","(143.42612762933908, 28.624398089864425)","(7.834327632475955, 6.359864740589893)"
