,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.09000000000000001, 0.07378647873726218)","(0.52, 0.2573367875415838)","(0.345, 0.13426756040748553)","(0.325, 0.10206207261596575)","(143.46594207813033, 43.380651856478316)","(9.747553009400145, 7.671227285007335)"
1,2,"(0.15, 0.14337208778404378)","(0.78, 0.13165611772087668)","(0.515, 0.12258783698955528)","(0.49, 0.07378647873726218)","(208.39314860254527, 26.675353509419942)","(11.000184036931023, 8.334841569805242)"
2,3,"(0.29, 0.2766867462592951)","(0.87, 0.12516655570345725)","(0.555, 0.13632070031119023)","(0.5675, 0.08253787009609588)","(142.90519814142027, 38.05963061321546)","(10.013809788692743, 7.36780891619487)"
3,4,"(0.27, 0.22632326929023938)","(0.92, 0.10327955589886445)","(0.6799999999999999, 0.1398411797560202)","(0.6375, 0.12318121249245405)","(170.43200757012238, 14.810211945724182)","(9.985567257809453, 8.900623390261055)"
4,5,"(0.32, 0.19888578520235062)","(0.89, 0.16633299933166198)","(0.76, 0.1264911064067352)","(0.6825, 0.11550012025005765)","(140.15428377161734, 38.03809988061868)","(9.350109582999721, 7.980204138687471)"
