budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.07333333333333333, 0.09611501047232549)","(0.31333333333333335, 0.24162150645369376)","(0.16999999999999998, 0.09783367810436533)","(0.18166666666666667, 0.09703951085339758)","(0.045542891463264824, 0.009357891783732622)","(2.701320971082896, 1.9777736377401964)"
2,"(0.13333333333333333, 0.13451854182690987)","(0.5733333333333334, 0.26583202716502513)","(0.38666666666666666, 0.1846489590960049)","(0.37, 0.14946332564975837)","(0.06483288360759616, 0.006041703657601787)","(2.9233542932973555, 2.5393520660560776)"
3,"(0.23333333333333334, 0.16761634196950517)","(0.5733333333333334, 0.29390636669006065)","(0.42333333333333334, 0.1869555587629877)","(0.41333333333333333, 0.14481104272547068)","(0.12297515355361005, 0.04198468847169994)","(2.7856738270570833, 2.3252744434943944)"
4,"(0.16, 0.16818357317441643)","(0.66, 0.2197401062294143)","(0.5166666666666667, 0.14960264830861913)","(0.4633333333333333, 0.11567606658662102)","(0.19269861495122315, 0.04045775393444086)","(2.8298332622895637, 2.4421490343736094)"
5,"(0.2, 0.1690308509457033)","(0.7333333333333333, 0.24102953780654787)","(0.5533333333333333, 0.15173598625181017)","(0.51, 0.12457069134775299)","(0.2548018532960365, 0.06524353418170377)","(2.3753341821332774, 1.721217824684031)"
