,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.08, 0.10327955589886445)","(0.58, 0.3552776691859794)","(0.175, 0.10606601717798213)","(0.2525, 0.12441529916640745)","(827.5084159526741, 260.54534038436736)","(13.600052657304332, 10.575741818569178)"
1,2,"(0.15, 0.1649915822768611)","(0.62, 0.27406406388125953)","(0.385, 0.09442810316143531)","(0.385, 0.0867627672321358)","(921.953846889385, 197.64769269089362)","(12.441580506903119, 8.84105988445202)"
2,3,"(0.12, 0.19321835661585918)","(0.78, 0.19321835661585918)","(0.55, 0.10540925533894596)","(0.5, 0.11547005383792514)","(398.11449399704577, 329.83556791896694)","(7.827744953520596, 4.835942459040473)"
3,4,"(0.21, 0.23309511649396117)","(0.86, 0.1264911064067352)","(0.6, 0.16666666666666666)","(0.5675, 0.10675126853266584)","(186.16918170647696, 35.73125548302404)","(7.230230522691272, 5.43386799730639)"
4,5,"(0.26, 0.2836272984824353)","(0.91, 0.11972189997378649)","(0.62, 0.13165611772087665)","(0.6025, 0.11331494948936692)","(184.0508939524647, 35.50275595555451)","(7.280233540083282, 5.455393940510683)"
