,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.38666666666666666, 0.1302013093343571)","(0.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.03333333333333333, 0.08164965809277261)","(0.08533333333333333, 0.03335237551331168)","(0.09857444788018863, 0.05615673836436304)"
1,2,"(0.0, 0.0)","(0.48, 0.16124515496597097)","(0.0, 0.0)","(0.04, 0.11212238211627763)","(0.18666666666666668, 0.11872336794093273)","(0.14133333333333334, 0.04103424818136094)","(0.15415223548188806, 0.05057649121383425)"
2,3,"(0.0, 0.0)","(0.5533333333333333, 0.11254628677422754)","(0.0, 0.0)","(0.02, 0.056061191058138816)","(0.21333333333333332, 0.13557637102737474)","(0.15733333333333333, 0.04131182235954578)","(0.2118914695456624, 0.041830302730369515)"
3,4,"(0.0, 0.0)","(0.5133333333333333, 0.188477610139267)","(0.0, 0.0)","(0.013333333333333334, 0.051639777949432225)","(0.15333333333333332, 0.11872336794093273)","(0.136, 0.05565197981332611)","(0.24911272895211975, 0.030418126716240664)"
4,5,"(0.0, 0.0)","(0.49333333333333335, 0.15337473561121312)","(0.0, 0.0)","(0.02, 0.07745966692414834)","(0.14, 0.09856107606091623)","(0.13066666666666668, 0.04267261863247182)","(0.28981110469127697, 0.02350077649666219)"
