,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.8466666666666667, 0.19223002094465097)","(0.02666666666666667, 0.04577377082170635)","(0.0, 0.0)","(0.29333333333333333, 0.2433887738538802)","(0.23333333333333334, 0.08507699593953255)","(20.13779267373805, 3.7725832970603506)"
1,2,"(0.0, 0.0)","(0.9533333333333334, 0.0915475416434127)","(0.06, 0.11212238211627762)","(0.02666666666666667, 0.04577377082170635)","(0.5533333333333333, 0.2133630931623591)","(0.31866666666666665, 0.06345602151621757)","(41.95400321247677, 7.278760663970736)"
2,3,"(0.013333333333333334, 0.035186577527449844)","(0.9400000000000001, 0.08280786712108248)","(0.1, 0.1647508942095828)","(0.04, 0.06324555320336758)","(0.6933333333333334, 0.20517124090680472)","(0.35733333333333334, 0.07516331425319009)","(66.49025887626534, 9.974914777891271)"
3,4,"(0.013333333333333334, 0.035186577527449844)","(0.9733333333333334, 0.04577377082170634)","(0.10666666666666667, 0.1667618775665584)","(0.2, 0.280305955290694)","(0.6666666666666666, 0.2439750182371333)","(0.392, 0.10685103114683947)","(91.24928373458485, 10.909827111526877)"
4,5,"(0.04, 0.06324555320336758)","(0.9866666666666667, 0.03518657752744983)","(0.1, 0.1772810520855837)","(0.2866666666666667, 0.3583028779970269)","(0.7066666666666667, 0.20517124090680472)","(0.424, 0.13505554412907306)","(109.32108390194675, 22.36251249086915)"
