,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.8866666666666667, 0.15055453054181622)","(0.02, 0.056061191058138816)","(0.0, 0.0)","(0.27999999999999997, 0.23360528369758368)","(0.23733333333333334, 0.07850993264428091)","(20.13779267373805, 3.7725832970603506)"
1,2,"(0.0, 0.0)","(0.98, 0.056061191058138796)","(0.07333333333333333, 0.15337473561121312)","(0.04, 0.06324555320336758)","(0.5666666666666667, 0.21930626551751342)","(0.332, 0.07083179270033237)","(41.95400321247677, 7.278760663970736)"
2,3,"(0.013333333333333334, 0.035186577527449844)","(0.98, 0.04140393356054124)","(0.09333333333333334, 0.19444671200491875)","(0.04, 0.07367883976130073)","(0.68, 0.22424476423255524)","(0.36133333333333334, 0.07836422896291637)","(66.49025887626534, 9.974914777891271)"
3,4,"(0.013333333333333334, 0.035186577527449844)","(0.9866666666666667, 0.03518657752744983)","(0.13333333333333333, 0.24688535993934704)","(0.18, 0.27568097504180444)","(0.66, 0.24142434484888695)","(0.39466666666666667, 0.11770827538978768)","(91.24928373458485, 10.909827111526877)"
4,5,"(0.05333333333333334, 0.07432233529572066)","(0.9866666666666667, 0.05163977794943221)","(0.11333333333333333, 0.21995670569671746)","(0.2733333333333333, 0.3534860406754147)","(0.6933333333333334, 0.2016597794967223)","(0.424, 0.13610919985700556)","(109.32108390194675, 22.36251249086915)"
