,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.8866666666666667, 0.13557637102737477)","(0.02666666666666667, 0.07037315505489969)","(0.0, 0.0)","(0.30666666666666664, 0.276371041140262)","(0.244, 0.08424454200209565)","(17.946101780515164, 0.5764630314533963)"
1,2,"(0.013333333333333334, 0.035186577527449844)","(0.98, 0.04140393356054124)","(0.04666666666666667, 0.0990430401872025)","(0.02, 0.041403933560541256)","(0.49333333333333335, 0.198086080374405)","(0.31066666666666665, 0.05175031630913224)","(17.977190201481182, 0.866720671226925)"
2,3,"(0.0, 0.0)","(0.96, 0.0736788397613007)","(0.08666666666666667, 0.15976172734359606)","(0.02, 0.041403933560541256)","(0.56, 0.19566735620873066)","(0.32533333333333336, 0.06906173911453295)","(19.05699328398332, 0.5881560423361754)"
3,4,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.08, 0.1780850519113991)","(0.05333333333333334, 0.11254628677422755)","(0.68, 0.20424075429327448)","(0.36133333333333334, 0.07501111028818774)","(18.630409848317505, 0.45726894030511195)"
4,5,"(0.0, 0.0)","(0.98, 0.056061191058138796)","(0.09333333333333334, 0.19444671200491875)","(0.03333333333333333, 0.08164965809277261)","(0.72, 0.18973665961010278)","(0.36533333333333334, 0.07069720813508294)","(19.94597923634574, 1.2975090195165575)"
