,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.86, 0.15023790657297037)","(0.006666666666666667, 0.025819888974716113)","(0.0, 0.0)","(0.32, 0.26779523094014523)","(0.23733333333333334, 0.07666873703208654)","(369.2503925827642, 13.850159865768678)"
1,2,"(0.02666666666666667, 0.04577377082170635)","(0.9400000000000001, 0.09102589898327995)","(0.060000000000000005, 0.11832159566199232)","(0.060000000000000005, 0.08280786712108251)","(0.54, 0.17237832147426693)","(0.32533333333333336, 0.06300415708128956)","(708.3130895353232, 37.414268684773674)"
2,3,"(0.04, 0.06324555320336758)","(0.9466666666666667, 0.08338093878327918)","(0.04666666666666667, 0.07432233529572066)","(0.2866666666666667, 0.30674947122242624)","(0.66, 0.20976176963403032)","(0.396, 0.11343972597186326)","(1002.3595900558867, 65.09813821051713)"
3,4,"(0.08, 0.08618916073713347)","(0.9333333333333333, 0.07237468644557457)","(0.06666666666666667, 0.1397276262011544)","(0.37333333333333335, 0.31045281828476345)","(0.6733333333333333, 0.19073791542572857)","(0.42533333333333334, 0.11819274008806042)","(1282.6625628379795, 53.056159267660945)"
4,5,"(0.06666666666666667, 0.08164965809277261)","(0.9466666666666667, 0.07432233529572063)","(0.07333333333333333, 0.15796322658258458)","(0.35333333333333333, 0.4033195589934446)","(0.6733333333333333, 0.22824381283013587)","(0.4226666666666667, 0.14944978452723875)","(1603.7642708700462, 103.04341655396779)"
