budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.05333333333333333, 0.11254628677422755)","(0.06666666666666667, 0.09759000729485333)","(0.0, 0.0)","(0.07333333333333333, 0.07988086367179803)","(0.006666666666666667, 0.025819888974716113)","(0.04, 0.0465985898008574)","(25.97766786419476, 2.29160967060864)","(2.0726640891322554, 0.785339021490878)"
2,"(0.16666666666666666, 0.21930626551751342)","(0.04666666666666667, 0.0833809387832792)","(0.0, 0.0)","(0.1, 0.10690449676496976)","(0.05333333333333334, 0.0833809387832792)","(0.07333333333333333, 0.07432233529572066)","(36.27363583666738, 4.41926789552957)","(2.0365024754641734, 0.8147601361149841)"
3,"(0.1, 0.16903085094570333)","(0.06666666666666667, 0.0723746864455746)","(0.0, 0.0)","(0.10666666666666667, 0.10997835284835873)","(0.060000000000000005, 0.09102589898327995)","(0.06666666666666667, 0.06996597812678741)","(47.13966788090765, 8.18725160583166)","(1.9919768654644334, 0.6652093323396796)"
4,"(0.23333333333333334, 0.2919556391613206)","(0.11333333333333334, 0.11872336794093273)","(0.006666666666666667, 0.025819888974716113)","(0.07333333333333333, 0.08837151016885368)","(0.06666666666666667, 0.11126972805283737)","(0.09866666666666667, 0.09635252733483188)","(57.315938356349946, 10.02233183892168)","(2.1227261008015677, 0.7985377587989883)"
5,"(0.2733333333333333, 0.3555009878761976)","(0.09333333333333334, 0.16242214252050852)","(0.0, 0.0)","(0.12666666666666668, 0.10327955589886445)","(0.10666666666666667, 0.1279880946844369)","(0.12000000000000001, 0.11588171308956143)","(71.61943814446762, 11.311923871762879)","(2.175257814398113, 0.9269802211041477)"
