budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.18, 0.2833473385894321)","(0.2, 0.08451542547285165)","(0.17333333333333334, 0.17099150633319551)","(0.2733333333333333, 0.1667618775665584)","(0.16666666666666666, 0.12344267996967352)","(0.19866666666666666, 0.09753143571372747)","(14.984377568680793, 1.524244887044706)","(1.218317045205428, 0.42957366661451474)"
2,"(0.16666666666666666, 0.2819996622760558)","(0.18, 0.16987390281365428)","(0.21333333333333332, 0.1995232412766087)","(0.2866666666666667, 0.2065591117977289)","(0.21333333333333335, 0.16846647257229663)","(0.212, 0.09525904531479262)","(14.951810902966342, 0.6459940741916378)","(1.0563635651332637, 0.3111326698923797)"
3,"(0.08, 0.152127765851133)","(0.13333333333333333, 0.12344267996967352)","(0.24666666666666667, 0.14573295865416044)","(0.31333333333333335, 0.2386469797679848)","(0.21333333333333335, 0.14074631010979938)","(0.19733333333333333, 0.08614494982848606)","(15.383272900129668, 0.7868713904524558)","(1.0309564655375045, 0.3114449741524922)"
4,"(0.09333333333333334, 0.21201976547572385)","(0.2, 0.2104417123236605)","(0.26, 0.20283702113484398)","(0.3333333333333333, 0.20586634591635508)","(0.18, 0.10141851056742199)","(0.21333333333333335, 0.10681537253375006)","(15.709970190930957, 0.8551312330346802)","(1.1001899012597278, 0.41337230338504427)"
5,"(0.12, 0.1820517979665599)","(0.21333333333333335, 0.17674302033770736)","(0.22, 0.17402791237532642)","(0.36, 0.2164651077128664)","(0.22666666666666666, 0.1486446705914413)","(0.228, 0.10604581220262442)","(16.09009721657494, 1.0588873884477583)","(1.0690541744038151, 0.3377342287567393)"
