,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.92, 0.12649110640673517)","(0.04666666666666667, 0.06399404734221845)","(0.26666666666666666, 0.19148542155126763)","(0.3933333333333333, 0.1486446705914413)","(0.32533333333333336, 0.07501111028818774)","(23.56725738837073, 1.2738078494172635)","(0.970229833945632, 0.19003895189285167)"
1,2,"(0.0, 0.0)","(0.9866666666666667, 0.03518657752744983)","(0.04666666666666667, 0.051639777949432225)","(0.9733333333333334, 0.05936168397046636)","(0.6266666666666667, 0.18309508328682542)","(0.5266666666666666, 0.04320493798938573)","(30.78033181410283, 1.4503287152588407)","(0.9197346751267711, 0.11133561932107294)"
2,3,"(0.0, 0.0)","(0.9866666666666667, 0.03518657752744983)","(0.08666666666666667, 0.06399404734221845)","(1.0, 0.0)","(0.76, 0.13522468075656266)","(0.5666666666666667, 0.02794552524023085)","(38.173378043094026, 3.0217097251849596)","(0.8974122648748258, 0.17723945066059446)"
3,4,"(0.013333333333333334, 0.035186577527449844)","(0.9933333333333333, 0.025819888974716106)","(0.10666666666666667, 0.07988086367179802)","(0.9933333333333333, 0.025819888974716106)","(0.8466666666666667, 0.14074631010979938)","(0.5906666666666667, 0.032834360631741215)","(44.20732494108379, 1.0460128969659546)","(0.7927781028362612, 0.0862230370659771)"
4,5,"(0.02, 0.041403933560541256)","(1.0, 0.0)","(0.11333333333333334, 0.0833809387832792)","(1.0, 0.0)","(0.92, 0.07745966692414832)","(0.6106666666666667, 0.029146591730832117)","(51.63173898306365, 1.161646676244889)","(0.7722395905914406, 0.1063313649578665)"
