,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9666666666666667, 0.08997354108424374)","(0.013333333333333334, 0.035186577527449844)","(0.02, 0.056061191058138816)","(0.19333333333333333, 0.1162919151265879)","(0.23866666666666667, 0.03067494712224263)","(0.3232100603170693, 0.01821908324514874)","(0.864010991466542, 0.2319770930922743)"
1,2,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.04, 0.050709255283711)","(0.5533333333333333, 0.31137177288954915)","(0.48, 0.13201731488169052)","(0.41333333333333333, 0.07770518153955526)","(0.6256132705758015, 0.07493187134775135)","(0.8055132591786484, 0.08477000613868413)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.05333333333333334, 0.06399404734221845)","(0.8533333333333334, 0.19223002094465097)","(0.6666666666666666, 0.1397276262011544)","(0.5146666666666667, 0.03961721607488101)","(0.8981693156063557, 0.09073706515022714)","(0.7971121859115858, 0.10041758675422682)"
3,4,"(0.0, 0.0)","(0.9733333333333334, 0.10327955589886445)","(0.060000000000000005, 0.0632455532033676)","(0.9933333333333333, 0.025819888974716106)","(0.8133333333333334, 0.10600988273786194)","(0.5680000000000001, 0.036878177829171535)","(1.1893043769833942, 0.1352870602504229)","(0.8254230697949727, 0.09697518322708583)"
4,5,"(0.0, 0.0)","(0.9666666666666667, 0.12909944487358055)","(0.08, 0.056061191058138816)","(0.9933333333333333, 0.025819888974716106)","(0.8466666666666667, 0.11872336794093274)","(0.5773333333333334, 0.03195234546871919)","(1.464479874788473, 0.1721395549741077)","(0.792298266539971, 0.08973714935265432)"
