,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.6866666666666666, 0.15976172734359606)","(0.0, 0.0)","(0.03333333333333333, 0.08997354108424374)","(0.12000000000000001, 0.08618916073713347)","(0.168, 0.03277629805645711)","(35.21396288461983, 0.2523005547309079)"
1,2,"(0.33333333333333337, 0.3559026084010437)","(0.7466666666666667, 0.14074631010979938)","(0.006666666666666667, 0.025819888974716113)","(0.43333333333333335, 0.3598941643369749)","(0.22, 0.12649110640673517)","(0.348, 0.13686280930708886)","(35.160309170000254, 0.22170388251230352)"
2,3,"(0.4, 0.37984959429452375)","(0.7733333333333333, 0.1334523278535216)","(0.0, 0.0)","(0.5466666666666666, 0.3335237551331168)","(0.38666666666666666, 0.1302013093343571)","(0.42133333333333334, 0.13989111411924565)","(35.10999441078554, 0.25140336214050796)"
3,4,"(0.42000000000000004, 0.3726354020448713)","(0.7533333333333333, 0.1807392228230128)","(0.0, 0.0)","(0.5733333333333334, 0.34114652626247327)","(0.38666666666666666, 0.14074631010979935)","(0.42666666666666664, 0.16065342763079724)","(35.21244191347311, 0.130023118186668)"
4,5,"(0.35333333333333333, 0.28999178970315365)","(0.7733333333333333, 0.11629191512658792)","(0.0, 0.0)","(0.48, 0.32776298056457115)","(0.3466666666666667, 0.20998866182543782)","(0.39066666666666666, 0.13392250779924222)","(35.25594184740136, 0.14806823446159817)"
