,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.02666666666666667, 0.07037315505489969)","(0.6933333333333334, 0.14375905768565217)","(0.006666666666666667, 0.025819888974716113)","(0.05333333333333334, 0.0833809387832792)","(0.13333333333333333, 0.11751393027860063)","(0.18266666666666667, 0.04527166674117278)","(35.21396288461983, 0.2523005547309079)"
1,2,"(0.35333333333333333, 0.3542933946940156)","(0.7266666666666667, 0.12798809468443692)","(0.02, 0.041403933560541256)","(0.4066666666666667, 0.2963267180149704)","(0.2, 0.13093073414159542)","(0.3413333333333333, 0.1402990004376707)","(35.160309170000254, 0.22170388251230352)"
2,3,"(0.44666666666666666, 0.37391111752597544)","(0.7466666666666667, 0.14074631010979938)","(0.02, 0.041403933560541256)","(0.5666666666666667, 0.3221948537911861)","(0.3666666666666667, 0.14474937289114917)","(0.42933333333333334, 0.12668671520535926)","(35.10999441078554, 0.25140336214050796)"
3,4,"(0.48000000000000004, 0.33636714634883286)","(0.7533333333333333, 0.19591057240729093)","(0.03333333333333333, 0.048795003647426664)","(0.5733333333333334, 0.32616093018777154)","(0.44666666666666666, 0.17265434778633237)","(0.45733333333333337, 0.1411922026715289)","(35.21244191347311, 0.130023118186668)"
4,5,"(0.42666666666666664, 0.3172801075810878)","(0.7466666666666667, 0.14074631010979938)","(0.02666666666666667, 0.04577377082170635)","(0.49333333333333335, 0.3104528182847635)","(0.4, 0.2)","(0.4186666666666667, 0.1297176420795054)","(35.25594184740136, 0.14806823446159817)"
