,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.9333333333333333, 0.11126972805283736)","(0.006666666666666667, 0.025819888974716113)","(0.04666666666666667, 0.0915475416434127)","(0.2, 0.11338934190276817)","(0.23866666666666667, 0.04373077809027588)","(0.31720834551379085, 0.05284471463213273)"
1,2,"(0.17333333333333334, 0.276371041140262)","(0.9466666666666667, 0.07432233529572063)","(0.02, 0.056061191058138816)","(0.4, 0.3664501525251617)","(0.34, 0.1804755622554715)","(0.376, 0.13249258739373201)","(0.592173388414085, 0.06533474005448009)"
2,3,"(0.24, 0.28485585327118895)","(0.98, 0.04140393356054124)","(0.006666666666666667, 0.025819888974716113)","(0.4, 0.297609523657138)","(0.4866666666666667, 0.11872336794093274)","(0.4226666666666667, 0.11560194429078398)","(0.8532742985213796, 0.10507836721625415)"
3,4,"(0.36, 0.29228166454393173)","(0.9866666666666667, 0.03518657752744983)","(0.006666666666666667, 0.025819888974716113)","(0.6733333333333333, 0.25764501233470904)","(0.5466666666666666, 0.2065591117977289)","(0.5146666666666667, 0.12011105971835677)","(1.1405549988150596, 0.13170112231938647)"
4,5,"(0.3933333333333333, 0.2685055643655045)","(0.9933333333333333, 0.025819888974716106)","(0.05333333333333334, 0.0990430401872025)","(0.8066666666666666, 0.17511900715418263)","(0.6466666666666666, 0.192230020944651)","(0.5786666666666667, 0.07268981719477306)","(1.3882121644293268, 0.18693035121144932)"
