,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.07333333333333333, 0.1279880946844369)","(0.8666666666666667, 0.10465362369445674)","(0.060000000000000005, 0.08280786712108251)","(0.06666666666666667, 0.09759000729485333)","(0.21333333333333335, 0.13557637102737474)","(0.256, 0.05408987230262507)","(0.31720834551379085, 0.05284471463213273)"
1,2,"(0.36, 0.28735244660769566)","(0.9133333333333333, 0.06399404734221843)","(0.09333333333333334, 0.0961150104723255)","(0.49333333333333335, 0.3575045787252574)","(0.48, 0.19712215212183246)","(0.46799999999999997, 0.13602520774789187)","(0.592173388414085, 0.06533474005448009)"
2,3,"(0.42, 0.30047581314594074)","(0.9733333333333334, 0.05936168397046636)","(0.1, 0.11952286093343938)","(0.5266666666666666, 0.3594970031002974)","(0.58, 0.16561573424216502)","(0.52, 0.13918127952935544)","(0.8532742985213796, 0.10507836721625415)"
3,4,"(0.5533333333333333, 0.32484428504101703)","(0.9666666666666667, 0.07237468644557457)","(0.06666666666666667, 0.08997354108424375)","(0.72, 0.2651145305065611)","(0.6533333333333333, 0.15976172734359606)","(0.592, 0.10220427723786459)","(1.1405549988150596, 0.13170112231938647)"
4,5,"(0.5866666666666667, 0.34198301266639103)","(0.9733333333333334, 0.05936168397046636)","(0.13333333333333333, 0.14960264830861913)","(0.8466666666666667, 0.188477610139267)","(0.72, 0.15675276256394519)","(0.652, 0.09965655307820238)","(1.3882121644293268, 0.18693035121144932)"
