,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.05333333333333334, 0.0915475416434127)","(0.8, 0.11952286093343939)","(0.02666666666666667, 0.04577377082170635)","(0.04666666666666667, 0.0990430401872025)","(0.26, 0.13522468075656263)","(0.23733333333333334, 0.0654071497475256)","(5.192107989173382, 0.7385007629688377)","(8.519540753401817, 8.583632522465438)"
1,2,"(0.26, 0.22614786566062733)","(0.8733333333333333, 0.14375905768565217)","(0.06666666666666667, 0.08164965809277261)","(0.42666666666666664, 0.30347197250362035)","(0.41333333333333333, 0.16846647257229663)","(0.40800000000000003, 0.09465727652959387)","(6.497569314173112, 0.19853662771273783)","(8.689514192442099, 8.578771515770423)"
2,3,"(0.45999999999999996, 0.3180296482135858)","(0.9466666666666667, 0.0915475416434127)","(0.05333333333333334, 0.0833809387832792)","(0.5533333333333333, 0.348192612268117)","(0.58, 0.16561573424216502)","(0.5186666666666667, 0.1376261326236859)","(8.113239743964126, 0.34426716372755767)","(9.47415522209679, 9.158899806405334)"
3,4,"(0.4666666666666667, 0.29680841985233186)","(0.9666666666666667, 0.07237468644557457)","(0.07333333333333333, 0.07988086367179803)","(0.6066666666666667, 0.3534860406754147)","(0.6133333333333333, 0.17674302033770736)","(0.5453333333333333, 0.14232089830814762)","(9.69542844115446, 0.493311280893084)","(8.832557958333442, 8.841142759351213)"
4,5,"(0.5533333333333333, 0.327035748737628)","(0.9866666666666667, 0.03518657752744983)","(0.09333333333333334, 0.12227992865708155)","(0.6666666666666666, 0.3735288603626359)","(0.7066666666666667, 0.17511900715418263)","(0.6013333333333334, 0.1390717526349344)","(11.197589865047485, 0.3670246665082134)","(9.037483605307838, 8.81787353885901)"
