,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.20666666666666667, 0.25203930154602777)","(0.5733333333333334, 0.198086080374405)","(0.07333333333333333, 0.10997835284835873)","(0.5, 0.18126539343499315)","(0.35333333333333333, 0.28999178970315365)","(0.3413333333333333, 0.14994602203396235)","(0.1862467786607643, 0.09005385941893229)","(8.633238772054513, 4.067190991164863)"
1,2,"(0.6133333333333333, 0.1302013093343571)","(0.8333333333333334, 0.12344267996967354)","(0.15333333333333335, 0.14074631010979938)","(0.7933333333333333, 0.19073791542572857)","(0.78, 0.1146423008442222)","(0.6346666666666667, 0.07539104405570682)","(0.29815332576011616, 0.07603458325270261)","(8.52660629702732, 3.6844021963351894)"
2,3,"(0.76, 0.12421180068162378)","(0.7666666666666667, 0.13451854182690987)","(0.22666666666666668, 0.12227992865708155)","(0.9533333333333334, 0.0915475416434127)","(0.8466666666666667, 0.0915475416434127)","(0.7106666666666667, 0.0654071497475256)","(0.3049233832707008, 0.15291671757913222)","(6.844285629751782, 3.716974301416785)"
3,4,"(0.8, 0.14638501094227999)","(0.7533333333333333, 0.18464895909600493)","(0.31333333333333335, 0.15522640914238173)","(0.84, 0.26131535409484513)","(0.8466666666666667, 0.10600988273786194)","(0.7106666666666667, 0.07704049646282204)","(0.3370883301521341, 0.06556826398623626)","(6.164861752154926, 2.8826761408796138)"
4,5,"(0.8533333333333334, 0.13557637102737477)","(0.7266666666666667, 0.1869555587629877)","(0.3333333333333333, 0.14960264830861913)","(0.8733333333333333, 0.24918916127158922)","(0.8133333333333334, 0.15055453054181622)","(0.72, 0.08717797887081347)","(0.4766948623582721, 0.09742045824186131)","(6.104362328102192, 2.903842768519801)"
