,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.17333333333333334, 0.19073791542572857)","(0.6733333333333333, 0.15337473561121312)","(0.16, 0.11212238211627762)","(0.4866666666666667, 0.19591057240729093)","(0.3466666666666667, 0.2386469797679848)","(0.368, 0.10844353369380767)","(0.1862467786607643, 0.09005385941893229)","(8.633238772054513, 4.067190991164863)"
1,2,"(0.5866666666666667, 0.16417180315870614)","(0.84, 0.14040757000349274)","(0.23333333333333334, 0.1447493728911492)","(0.7666666666666666, 0.198805959477601)","(0.7733333333333333, 0.12227992865708157)","(0.64, 0.09971387638065798)","(0.29815332576011616, 0.07603458325270261)","(8.52660629702732, 3.6844021963351894)"
2,3,"(0.72, 0.1424279266355945)","(0.7866666666666667, 0.11872336794093276)","(0.22, 0.14242792663559448)","(0.9133333333333333, 0.12459458063579461)","(0.8533333333333334, 0.08338093878327921)","(0.6986666666666667, 0.07268981719477303)","(0.3049233832707008, 0.15291671757913222)","(6.844285629751782, 3.716974301416785)"
3,4,"(0.7, 0.16035674514745463)","(0.76, 0.145405835999994)","(0.3466666666666667, 0.1302013093343571)","(0.7333333333333334, 0.23502786055720126)","(0.8266666666666667, 0.11629191512658792)","(0.6733333333333333, 0.07037315505489967)","(0.3370883301521341, 0.06556826398623626)","(6.164861752154926, 2.8826761408796138)"
4,5,"(0.74, 0.13522468075656266)","(0.7466666666666667, 0.16846647257229666)","(0.3, 0.1647508942095828)","(0.7333333333333334, 0.22253945610567472)","(0.7866666666666666, 0.14074631010979938)","(0.6613333333333333, 0.08467304062996563)","(0.4766948623582721, 0.09742045824186131)","(6.104362328102192, 2.903842768519801)"
