,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.5533333333333333, 0.22949219304078008)","(0.006666666666666667, 0.025819888974716113)","(0.006666666666666667, 0.025819888974716113)","(0.060000000000000005, 0.07367883976130073)","(0.12666666666666668, 0.05639993245521115)","(19.46678738081828, 1.707115412837578)","(6.383256243634969, 2.978179537384262)"
1,2,"(0.013333333333333334, 0.035186577527449844)","(0.6533333333333333, 0.22949219304078008)","(0.013333333333333334, 0.035186577527449844)","(0.6533333333333333, 0.2133630931623591)","(0.16666666666666666, 0.09759000729485331)","(0.3, 0.06141195788629908)","(29.541825363381456, 1.484962250712536)","(6.209834117380281, 2.9064374017751597)"
2,3,"(0.07333333333333333, 0.07988086367179803)","(0.7466666666666667, 0.22949219304078008)","(0.013333333333333334, 0.035186577527449844)","(0.9066666666666667, 0.16242214252050852)","(0.25333333333333335, 0.0915475416434127)","(0.39866666666666667, 0.05097151398668905)","(39.502708522602916, 1.9746035611346435)","(6.309448333891729, 2.9404826652763263)"
3,4,"(0.12666666666666668, 0.10327955589886445)","(0.8466666666666667, 0.14074631010979938)","(0.013333333333333334, 0.035186577527449844)","(0.98, 0.07745966692414835)","(0.44, 0.15023790657297037)","(0.48133333333333334, 0.05152900246694181)","(49.389448472857474, 2.4847070706856624)","(6.374142930408319, 2.9571057048934306)"
4,5,"(0.18666666666666668, 0.12459458063579461)","(0.8933333333333333, 0.14375905768565217)","(0.02, 0.041403933560541256)","(1.0, 0.0)","(0.48666666666666664, 0.11872336794093273)","(0.5173333333333333, 0.04527166674117278)","(59.420873859710994, 3.154371729545285)","(6.386181648044537, 2.963569401998694)"
