,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.06666666666666667, 0.12909944487358058)","(0.88, 0.1082325538564332)","(0.07333333333333333, 0.07988086367179803)","(0.18, 0.1820517979665599)","(0.24, 0.17237832147426693)","(0.288, 0.07627019638851638)","(304.71266965245206, 44.29544134522631)"
1,2,"(0.17333333333333334, 0.1667618775665584)","(0.9333333333333333, 0.07237468644557457)","(0.060000000000000005, 0.0632455532033676)","(0.5466666666666666, 0.32703574873762803)","(0.41333333333333333, 0.19591057240729093)","(0.42533333333333334, 0.11843422928641309)","(200.99438303106774, 23.44343692839057)"
2,3,"(0.24666666666666667, 0.19591057240729093)","(0.9666666666666667, 0.08164965809277261)","(0.07333333333333333, 0.07037315505489969)","(0.6466666666666667, 0.33137520095734957)","(0.5733333333333334, 0.2186538904513794)","(0.5013333333333333, 0.12293242433296821)","(201.69809703230857, 24.24946459141402)"
3,4,"(0.31333333333333335, 0.20998866182543782)","(0.9866666666666667, 0.03518657752744983)","(0.10666666666666667, 0.07988086367179803)","(0.6666666666666666, 0.2742956347412318)","(0.6266666666666667, 0.14375905768565217)","(0.54, 0.09856107606091623)","(200.89009860965112, 24.488007535277795)"
4,5,"(0.44, 0.28735244660769566)","(0.98, 0.04140393356054124)","(0.10666666666666667, 0.07037315505489969)","(0.78, 0.2569046515733026)","(0.7666666666666667, 0.16329931618554522)","(0.6146666666666667, 0.11096116866895801)","(196.11401855942484, 26.786091142179576)"
