,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.9266666666666666, 0.10327955589886445)","(0.006666666666666667, 0.025819888974716113)","(0.11333333333333334, 0.15522640914238173)","(0.2, 0.12535663410560174)","(0.25066666666666665, 0.04651676605063516)","(304.71266965245206, 44.29544134522631)"
1,2,"(0.013333333333333334, 0.035186577527449844)","(0.9666666666666667, 0.04879500364742665)","(0.02666666666666667, 0.05936168397046637)","(0.4266666666666667, 0.31274514194392183)","(0.33999999999999997, 0.18822478962286404)","(0.3546666666666667, 0.09334013580652727)","(200.99438303106774, 23.44343692839057)"
2,3,"(0.060000000000000005, 0.09102589898327995)","(0.98, 0.04140393356054124)","(0.03333333333333333, 0.06172133998483677)","(0.49333333333333335, 0.3011090610836324)","(0.5866666666666667, 0.19223002094465097)","(0.4306666666666667, 0.09467739711150451)","(201.69809703230857, 24.24946459141402)"
3,4,"(0.07333333333333333, 0.05936168397046637)","(0.9933333333333333, 0.025819888974716106)","(0.07333333333333333, 0.07988086367179803)","(0.5266666666666666, 0.2789435853528878)","(0.62, 0.17402791237532642)","(0.4573333333333333, 0.07666873703208654)","(200.89009860965112, 24.488007535277795)"
4,5,"(0.14666666666666667, 0.188477610139267)","(0.9866666666666667, 0.03518657752744983)","(0.07333333333333333, 0.07988086367179803)","(0.62, 0.2833473385894321)","(0.7266666666666667, 0.16242214252050854)","(0.5106666666666667, 0.09617444468009062)","(196.11401855942484, 26.786091142179576)"
