,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.6066666666666667, 0.18695555876298772)","(0.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.07333333333333333, 0.07988086367179803)","(0.13733333333333334, 0.04891197146283262)","(41.89519266874219, 0.26194377195292134)"
1,2,"(0.0, 0.0)","(0.66, 0.20632844828435212)","(0.006666666666666667, 0.025819888974716113)","(0.05333333333333334, 0.1302013093343571)","(0.13333333333333333, 0.12909944487358058)","(0.17066666666666666, 0.07516331425319009)","(41.74615899709364, 0.2385676341202013)"
2,3,"(0.006666666666666667, 0.025819888974716113)","(0.6866666666666666, 0.22949219304078008)","(0.02, 0.041403933560541256)","(0.04666666666666667, 0.07432233529572066)","(0.16, 0.12983506020002017)","(0.184, 0.0709929573971954)","(41.23309531730289, 0.4196514386414186)"
3,4,"(0.0, 0.0)","(0.6533333333333333, 0.21995670569671746)","(0.006666666666666667, 0.025819888974716113)","(0.10666666666666667, 0.14375905768565217)","(0.16666666666666666, 0.12344267996967352)","(0.18666666666666668, 0.07432233529572065)","(41.178671244656044, 0.2855097965321942)"
4,5,"(0.026666666666666665, 0.07988086367179802)","(0.74, 0.19566735620873066)","(0.02666666666666667, 0.04577377082170635)","(0.21333333333333332, 0.2386469797679848)","(0.22, 0.20424075429327448)","(0.24533333333333335, 0.12034869971798418)","(41.391971547001354, 0.27574632156684903)"
