budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.22, 0.23664319132398465)","(0.6333333333333333, 0.22886885410853172)","(0.2, 0.1511857892036909)","(0.5533333333333333, 0.15976172734359603)","(0.33333333333333337, 0.1759328876372492)","(0.388, 0.13154032515870234)","(2.507826200996836, 2.8384055956887804)","(8.625229008856696, 3.0257820910424216)"
2,"(0.23333333333333334, 0.24976179127511156)","(0.7333333333333334, 0.17994708216848748)","(0.24, 0.18439088914585774)","(0.6533333333333333, 0.188477610139267)","(0.5266666666666666, 0.12227992865708154)","(0.47733333333333333, 0.11410938778624824)","(1.891490769572556, 0.4723005132214428)","(8.045518866258984, 2.0699030111537557)"
3,"(0.32, 0.25967012040004034)","(0.6533333333333333, 0.20307165050320353)","(0.2, 0.14638501094227999)","(0.6933333333333334, 0.15796322658258458)","(0.52, 0.15212776585113297)","(0.47733333333333333, 0.11183320914051724)","(2.83536198612613, 0.7209238755106796)","(8.045074199869608, 2.068218178824832)"
4,"(0.36, 0.28233718443429606)","(0.7333333333333333, 0.14960264830861913)","(0.26666666666666666, 0.18387366263150307)","(0.7133333333333334, 0.17265434778633237)","(0.5933333333333334, 0.16242214252050852)","(0.5333333333333333, 0.11702665549026894)","(3.82110298940291, 0.9753812061555115)","(8.044210316403769, 2.068024547610231)"
5,"(0.4, 0.24784787961282104)","(0.7, 0.19272482233188631)","(0.23333333333333334, 0.16329931618554522)","(0.74, 0.12983506020002017)","(0.6533333333333333, 0.16417180315870614)","(0.5453333333333333, 0.13804071173113422)","(4.696711425553076, 1.175218477001635)","(8.100498276401776, 2.0488603905140117)"
