,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.26666666666666666, 0.17994708216848745)","(0.0, 0.0)","(0.0, 0.0)","(0.04666666666666667, 0.06399404734221845)","(0.06266666666666668, 0.04131182235954578)","(0.39006588238601886, 0.2638046313230476)","(2.854393959014366, 0.44282194101497124)"
1,2,"(0.0, 0.0)","(0.38666666666666666, 0.21336309316235907)","(0.0, 0.0)","(0.02, 0.041403933560541256)","(0.08, 0.08618916073713347)","(0.09733333333333333, 0.055993196865673736)","(0.6540813611509899, 0.15298661852193626)","(3.0118888544229168, 0.3793574281696528)"
2,3,"(0.0, 0.0)","(0.44, 0.1919821420266553)","(0.0, 0.0)","(0.03333333333333333, 0.048795003647426664)","(0.11333333333333334, 0.12459458063579461)","(0.11733333333333333, 0.04832430129073876)","(1.061939581266294, 0.2315002010508668)","(2.836003701885541, 0.32546999482094974)"
3,4,"(0.0, 0.0)","(0.58, 0.161245154965971)","(0.013333333333333334, 0.035186577527449844)","(0.09333333333333334, 0.08837151016885368)","(0.17333333333333334, 0.13870146083619753)","(0.17200000000000001, 0.054405882034941774)","(1.5820848688483238, 0.2642836514603027)","(2.957154792112609, 0.47407361336026926)"
4,5,"(0.0, 0.0)","(0.6, 0.18126539343499315)","(0.02666666666666667, 0.05936168397046637)","(0.11333333333333334, 0.0990430401872025)","(0.19333333333333333, 0.14375905768565217)","(0.18666666666666668, 0.06125668087956573)","(2.089552611950785, 0.3961966559527322)","(2.8260505431021254, 0.44083510212)"
