budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.7133333333333334, 0.20307165050320355)","(0.006666666666666667, 0.025819888974716113)","(0.02, 0.041403933560541256)","(0.14666666666666667, 0.0990430401872025)","(0.17733333333333334, 0.05119523787377475)","(65.34821918625384, 5.854968655544276)","(86.34409802624334, 4.154512349837291)"
2,"(0.0, 0.0)","(0.74, 0.15023790657297037)","(0.013333333333333334, 0.051639777949432225)","(0.07333333333333333, 0.07988086367179803)","(0.24000000000000002, 0.12421180068162377)","(0.21333333333333335, 0.04253849796976628)","(63.087865170401834, 4.878149496398205)","(85.66606341227889, 4.686160021365003)"
3,"(0.0, 0.0)","(0.7733333333333333, 0.14864467059144132)","(0.02, 0.041403933560541256)","(0.1, 0.07559289460184546)","(0.29333333333333333, 0.13870146083619753)","(0.23733333333333334, 0.0406143301006407)","(62.54599566788723, 5.958065616452537)","(85.74299301784485, 4.696863794987729)"
4,"(0.006666666666666667, 0.025819888974716113)","(0.7466666666666667, 0.11872336794093276)","(0.02, 0.041403933560541256)","(0.16666666666666669, 0.11751393027860063)","(0.35333333333333333, 0.1302013093343571)","(0.25866666666666666, 0.042403953095144775)","(60.81716328710318, 4.923959355574101)","(85.61615273511659, 4.703971032936056)"
5,"(0.013333333333333334, 0.035186577527449844)","(0.82, 0.14735767952260145)","(0.02, 0.041403933560541256)","(0.17333333333333334, 0.09611501047232549)","(0.35333333333333333, 0.1846489590960049)","(0.276, 0.05961783050636541)","(75.14736810706285, 26.679142059662464)","(85.71920343566647, 4.267261669582367)"
