budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.7, 0.1362770287738494)","(0.0, 0.0)","(0.013333333333333334, 0.035186577527449844)","(0.12666666666666668, 0.08837151016885368)","(0.168, 0.0405674042269688)","(1.1465735311309497, 0.07398746481639706)","(87.20781960971654, 4.2293061117935284)"
2,"(0.0, 0.0)","(0.76, 0.12983506020002017)","(0.013333333333333334, 0.035186577527449844)","(0.08, 0.09411239481143202)","(0.18666666666666668, 0.14573295865416044)","(0.208, 0.05334523676687813)","(1.3620140058919787, 0.1570266531861451)","(86.83174737238636, 4.6976448459138265)"
3,"(0.0, 0.0)","(0.7866666666666666, 0.12459458063579464)","(0.04666666666666667, 0.0833809387832792)","(0.17333333333333334, 0.17099150633319551)","(0.26666666666666666, 0.14960264830861913)","(0.25466666666666665, 0.07029190836043918)","(1.5399068360527357, 0.09649432810578079)","(86.59570779160907, 4.783794116367782)"
4,"(0.013333333333333334, 0.035186577527449844)","(0.8666666666666667, 0.11126972805283737)","(0.060000000000000005, 0.08280786712108251)","(0.24, 0.16818357317441643)","(0.34, 0.14040757000349274)","(0.304, 0.05302290610131221)","(1.8065878092000882, 0.15425310175483511)","(86.79090533225487, 4.7843802788453536)"
5,"(0.02, 0.041403933560541256)","(0.8733333333333333, 0.10327955589886445)","(0.1, 0.08451542547285167)","(0.3466666666666667, 0.18073922282301277)","(0.4066666666666667, 0.1751190071541826)","(0.34933333333333333, 0.06041128875900438)","(2.4854026103353437, 1.9691699084089762)","(95.72466124239921, 4.800018473141726)"
