budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.02, 0.041403933560541256)","(0.7866666666666666, 0.15522640914238175)","(0.006666666666666667, 0.025819888974716113)","(0.12000000000000001, 0.12071217242444349)","(0.23333333333333334, 0.19880595947760096)","(0.23333333333333334, 0.04386125310350269)","(0.43834132663905623, 0.2692671819920021)","(88.33818310915181, 4.246134788305638)"
2,"(0.02, 0.041403933560541256)","(0.7333333333333333, 0.12344267996967355)","(0.006666666666666667, 0.025819888974716113)","(0.14, 0.1594633858557237)","(0.25333333333333335, 0.0915475416434127)","(0.2306666666666667, 0.043336996182191015)","(0.34480756452927985, 0.08723537548281285)","(85.08038020897656, 4.440208173447531)"
3,"(0.03333333333333333, 0.048795003647426664)","(0.78, 0.152127765851133)","(0.006666666666666667, 0.025819888974716113)","(0.12666666666666668, 0.1162919151265879)","(0.3466666666666667, 0.11254628677422755)","(0.25866666666666666, 0.045018514709691024)","(0.6034145692984263, 0.21307010041984348)","(85.43927401707818, 5.911245779181553)"
4,"(0.07333333333333333, 0.07037315505489969)","(0.8, 0.14638501094227999)","(0.013333333333333334, 0.035186577527449844)","(0.16666666666666669, 0.13451854182690984)","(0.41333333333333333, 0.14074631010979935)","(0.29333333333333333, 0.051639777949432225)","(0.7765156596278151, 0.38834329326147066)","(84.8219914836809, 4.689995641206547)"
5,"(0.13333333333333333, 0.12909944487358055)","(0.8066666666666666, 0.13870146083619755)","(0.013333333333333334, 0.035186577527449844)","(0.2733333333333333, 0.23135213317324205)","(0.44666666666666666, 0.1302013093343571)","(0.33466666666666667, 0.06696125389962111)","(0.6304217750749861, 0.1700727583402013)","(72.80998108466932, 3.943489903617777)"
