,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.23333333333333334, 0.19518001458970663)","(0.0, 0.0)","(0.0, 0.0)","(0.04666666666666667, 0.0833809387832792)","(0.056, 0.04154171741411621)","(0.040594431245699523, 0.0024162211253128396)","(1.9917466988787056, 0.7723106798487313)"
1,2,"(0.0, 0.0)","(0.43333333333333335, 0.1543033499620919)","(0.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.060000000000000005, 0.08280786712108251)","(0.1, 0.028284271247461905)","(0.04939193368578951, 0.0013826822018681976)","(1.9587417259967574, 0.6008734771066072)"
2,3,"(0.0, 0.0)","(0.44666666666666666, 0.16417180315870614)","(0.0, 0.0)","(0.03333333333333333, 0.06172133998483677)","(0.07333333333333333, 0.09611501047232549)","(0.11066666666666666, 0.02491891612715892)","(0.06118398434482515, 0.0018606093260861416)","(1.9675505377662679, 0.6415237506710997)"
3,4,"(0.0, 0.0)","(0.4533333333333333, 0.16846647257229663)","(0.0, 0.0)","(0.03333333333333333, 0.06172133998483677)","(0.08, 0.09411239481143202)","(0.11333333333333334, 0.02690370836538197)","(0.07216063519008457, 0.0020095402396587817)","(1.9210744907924284, 0.5923593988421967)"
4,5,"(0.0, 0.0)","(0.44666666666666666, 0.14074631010979935)","(0.0, 0.0)","(0.07333333333333333, 0.07988086367179803)","(0.11333333333333334, 0.12459458063579461)","(0.12666666666666668, 0.02992052966172383)","(0.08364741536788642, 0.0017389052400066214)","(1.921372437911729, 0.6246053753682894)"
