,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.23333333333333334, 0.18771812708978117)","(0.0, 0.0)","(0.0, 0.0)","(0.04666666666666667, 0.0833809387832792)","(0.056, 0.04154171741411621)","(0.040594431245699523, 0.0024162211253128396)","(1.9917466988787056, 0.7723106798487313)"
1,2,"(0.0, 0.0)","(0.43333333333333335, 0.14474937289114917)","(0.0, 0.0)","(0.013333333333333334, 0.035186577527449844)","(0.07333333333333333, 0.07988086367179803)","(0.10400000000000001, 0.028485585327118902)","(0.04939193368578951, 0.0013826822018681976)","(1.9587417259967574, 0.6008734771066072)"
2,3,"(0.0, 0.0)","(0.44666666666666666, 0.14573295865416044)","(0.0, 0.0)","(0.04666666666666667, 0.07432233529572066)","(0.09333333333333334, 0.0961150104723255)","(0.11733333333333333, 0.022509257354845512)","(0.06118398434482515, 0.0018606093260861416)","(1.9675505377662679, 0.6415237506710997)"
3,4,"(0.0, 0.0)","(0.4533333333333333, 0.15522640914238173)","(0.0, 0.0)","(0.05333333333333334, 0.07432233529572066)","(0.09333333333333334, 0.10327955589886445)","(0.12000000000000001, 0.029277002188455997)","(0.07216063519008457, 0.0020095402396587817)","(1.9210744907924284, 0.5923593988421967)"
4,5,"(0.0, 0.0)","(0.44666666666666666, 0.1302013093343571)","(0.006666666666666667, 0.025819888974716113)","(0.10666666666666667, 0.08837151016885368)","(0.14, 0.12983506020002017)","(0.14, 0.03207134902949093)","(0.08364741536788642, 0.0017389052400066214)","(1.921372437911729, 0.6246053753682894)"
