,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.6266666666666667, 0.19444671200491873)","(0.0, 0.0)","(0.0, 0.0)","(0.07333333333333333, 0.05936168397046637)","(0.14, 0.04342481186734475)","(0.03987737043450276, 0.0025114229625204354)"
1,2,"(0.0, 0.0)","(0.68, 0.18593393604027367)","(0.006666666666666667, 0.025819888974716113)","(0.4533333333333333, 0.26690465570704314)","(0.2733333333333333, 0.12227992865708155)","(0.2826666666666667, 0.08241590230277741)","(0.049792243540287016, 0.001387084197651178)"
2,3,"(0.006666666666666667, 0.025819888974716113)","(0.7133333333333334, 0.12459458063579462)","(0.02, 0.041403933560541256)","(0.6666666666666666, 0.2554174920362645)","(0.36, 0.18439088914585774)","(0.35333333333333333, 0.07843711463574468)","(0.060694055538624524, 0.0016390764667756008)"
3,4,"(0.04, 0.09102589898327995)","(0.7066666666666667, 0.11629191512658792)","(0.0, 0.0)","(0.7333333333333333, 0.2819996622760558)","(0.3933333333333333, 0.13870146083619753)","(0.37466666666666665, 0.07029190836043919)","(0.07110066454236706, 0.0019261951428520105)"
4,5,"(0.02, 0.056061191058138816)","(0.6933333333333334, 0.1334523278535216)","(0.0, 0.0)","(0.5866666666666667, 0.28751811537130434)","(0.5, 0.16475089420958278)","(0.36, 0.0824621125123532)","(0.08255441868677735, 0.0013299929737655648)"
