,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.02666666666666667, 0.05936168397046637)","(0.9466666666666667, 0.07432233529572063)","(0.04, 0.050709255283711)","(0.41333333333333333, 0.17674302033770736)","(0.3933333333333333, 0.21201976547572388)","(0.364, 0.06511528238439883)","(22.845650491428874, 1.371342767103821)"
1,2,"(0.1, 0.14638501094227999)","(0.9733333333333334, 0.04577377082170634)","(0.06666666666666667, 0.08164965809277261)","(0.8333333333333334, 0.21602468994692867)","(0.6133333333333333, 0.15976172734359606)","(0.5173333333333333, 0.07516331425319009)","(29.27790270630891, 0.914181538814456)"
2,3,"(0.18, 0.19712215212183246)","(0.9866666666666667, 0.03518657752744983)","(0.04666666666666667, 0.06399404734221845)","(0.92, 0.18973665961010278)","(0.66, 0.1804755622554715)","(0.5586666666666666, 0.10377631622640981)","(35.83041200706114, 1.2436515660377319)"
3,4,"(0.15333333333333335, 0.16846647257229666)","(0.9933333333333333, 0.025819888974716106)","(0.1, 0.07559289460184546)","(0.9933333333333333, 0.025819888974716106)","(0.8733333333333334, 0.1486446705914413)","(0.6226666666666667, 0.05650115885874335)","(42.79675344877566, 1.27733613017713)"
4,5,"(0.15333333333333332, 0.21668498091095503)","(1.0, 0.0)","(0.16666666666666666, 0.0816496580927726)","(1.0, 0.0)","(0.8466666666666667, 0.0990430401872025)","(0.6333333333333333, 0.05433581647846061)","(49.48202524883673, 1.6253252699156049)"
