,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.8200000000000001, 0.13201731488169055)","(0.006666666666666667, 0.025819888974716113)","(0.02666666666666667, 0.05936168397046637)","(0.24, 0.16818357317441643)","(0.21866666666666668, 0.056298524043919745)","(42.692349841756126, 0.9359071975712042)"
1,2,"(0.0, 0.0)","(0.84, 0.11212238211627763)","(0.013333333333333334, 0.035186577527449844)","(0.36, 0.2443650664769531)","(0.35333333333333333, 0.17674302033770736)","(0.31333333333333335, 0.08059303999253345)","(42.13168112163742, 0.9592989705676979)"
2,3,"(0.006666666666666667, 0.025819888974716113)","(0.86, 0.10555973258234953)","(0.006666666666666667, 0.025819888974716113)","(0.54, 0.3065941943351178)","(0.47333333333333333, 0.2250925735484551)","(0.37733333333333335, 0.0788730142758116)","(41.86750051490962, 1.1027910730551456)"
3,4,"(0.006666666666666667, 0.025819888974716113)","(0.8200000000000001, 0.15212776585113297)","(0.02, 0.056061191058138816)","(0.49333333333333335, 0.27637104114026195)","(0.5733333333333334, 0.25203930154602777)","(0.38266666666666665, 0.09706159065743969)","(42.10997503465042, 1.0745692825651911)"
4,5,"(0.006666666666666667, 0.025819888974716113)","(0.8066666666666666, 0.13345232785352157)","(0.02, 0.041403933560541256)","(0.42, 0.34267852490135914)","(0.5933333333333334, 0.2250925735484551)","(0.36933333333333335, 0.08241590230277743)","(41.519695779370764, 1.0704951709605635)"
