,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.98, 0.056061191058138796)","(0.0, 0.0)","(0.12, 0.17402791237532642)","(0.30666666666666664, 0.2250925735484551)","(0.2813333333333333, 0.0715009157450515)","(22.845650491428874, 1.371342767103821)"
1,2,"(0.013333333333333334, 0.051639777949432225)","(0.9933333333333333, 0.025819888974716106)","(0.04666666666666667, 0.06399404734221845)","(0.7, 0.2878491668515698)","(0.5133333333333333, 0.19223002094465097)","(0.45333333333333337, 0.09060642256222133)","(29.27790270630891, 0.914181538814456)"
2,3,"(0.02, 0.056061191058138816)","(0.98, 0.04140393356054124)","(0.013333333333333334, 0.035186577527449844)","(0.8733333333333333, 0.24918916127158922)","(0.6066666666666667, 0.23135213317324205)","(0.4986666666666667, 0.09605553948974868)","(35.83041200706114, 1.2436515660377319)"
3,4,"(0.09333333333333334, 0.14864467059144132)","(1.0, 0.0)","(0.04666666666666667, 0.07432233529572066)","(1.0, 0.0)","(0.8066666666666666, 0.17511900715418263)","(0.5893333333333334, 0.058488908187385245)","(42.79675344877566, 1.27733613017713)"
4,5,"(0.07333333333333333, 0.1162919151265879)","(1.0, 0.0)","(0.08666666666666667, 0.06399404734221845)","(1.0, 0.0)","(0.8266666666666667, 0.10327955589886446)","(0.5973333333333334, 0.03918211448145819)","(49.48202524883673, 1.6253252699156049)"
