,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9533333333333334, 0.0915475416434127)","(0.006666666666666667, 0.025819888974716113)","(0.04, 0.06324555320336758)","(0.2, 0.09258200997725514)","(0.24000000000000002, 0.02725540575476988)","(0.3981470213271677, 0.04316975764746634)","(1.8113575435709208, 0.7767160002368136)"
1,2,"(0.0, 0.0)","(0.9866666666666667, 0.03518657752744983)","(0.02, 0.041403933560541256)","(0.22666666666666666, 0.21536237457121515)","(0.48, 0.15675276256394519)","(0.3426666666666667, 0.06227435457790982)","(0.7195228977439304, 0.06328941824587797)","(1.660301769695555, 0.6406993003287212)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.03333333333333333, 0.048795003647426664)","(0.8333333333333334, 0.2439750182371333)","(0.6933333333333334, 0.14375905768565217)","(0.512, 0.07513796833634967)","(1.030072073979924, 0.09168509614286703)","(1.6803240565117448, 0.6746570503956635)"
3,4,"(0.02, 0.056061191058138816)","(1.0, 0.0)","(0.06666666666666667, 0.0723746864455746)","(0.84, 0.2585674822114004)","(0.7133333333333334, 0.18847761013926703)","(0.528, 0.09221093830374541)","(1.349367635557428, 0.12837328457776023)","(1.6999694315250964, 0.7640133636892884)"
4,5,"(0.04666666666666667, 0.07432233529572066)","(1.0, 0.0)","(0.1, 0.08451542547285167)","(0.9866666666666667, 0.05163977794943221)","(0.9, 0.09258200997725514)","(0.6066666666666667, 0.03177300441449958)","(1.671081718755886, 0.17843162627634077)","(1.932898295422395, 0.8116991893567708)"
