,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(1.0, 0.0)","(0.02, 0.041403933560541256)","(0.20666666666666667, 0.1830950832868254)","(0.5, 0.19272482233188631)","(0.3453333333333333, 0.06822930525249465)","(209.56447092790623, 40.582344665396775)"
1,2,"(0.013333333333333334, 0.051639777949432225)","(1.0, 0.0)","(0.05333333333333334, 0.051639777949432225)","(0.9333333333333333, 0.09759000729485331)","(0.7333333333333334, 0.16329931618554522)","(0.5466666666666666, 0.05052109413285654)","(215.76254441157604, 45.170644954520995)"
2,3,"(0.03333333333333333, 0.048795003647426664)","(1.0, 0.0)","(0.12666666666666668, 0.05936168397046637)","(1.0, 0.0)","(0.86, 0.16818357317441643)","(0.604, 0.04420730385678044)","(224.0893689635986, 43.400647033687754)"
3,4,"(0.14666666666666667, 0.20307165050320353)","(1.0, 0.0)","(0.16, 0.06324555320336758)","(1.0, 0.0)","(0.9266666666666666, 0.09611501047232549)","(0.6466666666666666, 0.05163977794943223)","(199.46789514013412, 36.825329091495284)"
4,5,"(0.12666666666666668, 0.15796322658258458)","(1.0, 0.0)","(0.22, 0.14242792663559448)","(1.0, 0.0)","(0.9466666666666667, 0.07432233529572063)","(0.6586666666666666, 0.041724721460452925)","(195.49711023815908, 34.81105443293266)"
