,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9733333333333334, 0.04577377082170634)","(0.38, 0.11307393283031367)","(0.43333333333333335, 0.054826566379378355)","(17.46693934816091, 1.1571143128806187)","(2.516813666532592, 0.13120494308001357)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.6033333333333334, 0.10932694522568968)","(0.5516666666666666, 0.05466347261284484)","(21.806598479743116, 0.5123332595044722)","(2.053300763464843, 0.5348842760546072)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.7566666666666666, 0.10153582525160176)","(0.6283333333333333, 0.05076791262580088)","(26.67500965485039, 0.7356484992908079)","(1.4789226748670141, 0.02397523440530045)"
3,4,"(0.006666666666666667, 0.025819888974716113)","(1.0, 0.0)","(0.8333333333333334, 0.09574271077563382)","(0.6683333333333333, 0.049521520093601244)","(31.645218637643847, 0.9135737055175054)","(1.5945392393274234, 0.23291751907940692)"
4,5,"(0.013333333333333334, 0.035186577527449844)","(1.0, 0.0)","(0.8833333333333333, 0.07237468644557458)","(0.695, 0.03918819064098628)","(36.682292649891075, 1.1025908863147686)","(2.057612881145906, 0.08704530499550492)"
