,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.8733333333333334, 0.079880863671798)","(0.26, 0.11370387604902231)","(0.34833333333333333, 0.06778818551368737)","(13.45248715839892, 0.196629772120485)","(1.7888260078674647, 0.19929476848249553)"
1,2,"(0.0, 0.0)","(0.8933333333333333, 0.079880863671798)","(0.43, 0.13861560415150134)","(0.43833333333333335, 0.07432233529572066)","(13.787507357871315, 0.25291862132626036)","(1.786310230063585, 0.15843720197995112)"
2,3,"(0.013333333333333334, 0.035186577527449844)","(0.8866666666666667, 0.10600988273786194)","(0.5566666666666666, 0.14375905768565217)","(0.5033333333333333, 0.09105858919765156)","(13.993388119792023, 0.37045859003406867)","(1.832844947334767, 0.16426501092407847)"
3,4,"(0.02, 0.041403933560541256)","(0.9133333333333333, 0.09904304018720249)","(0.67, 0.14367622330384783)","(0.5683333333333334, 0.08887524696904939)","(14.425754774047528, 0.44881985465855473)","(1.8985386165305196, 0.12310076095341811)"
4,5,"(0.03333333333333333, 0.048795003647426664)","(0.9266666666666666, 0.07037315505489966)","(0.73, 0.12789504625724507)","(0.605, 0.07083683464735802)","(14.887673656799597, 0.36199403315141954)","(1.9130712207988836, 0.2278716127735042)"
