,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.84, 0.09102589898327995)","(0.14666666666666667, 0.07432233529572065)","(0.2833333333333333, 0.046929531772445285)","(13.45248715839892, 0.196629772120485)","(1.7888260078674647, 0.19929476848249553)"
1,2,"(0.0, 0.0)","(0.9, 0.08451542547285164)","(0.3, 0.16256866681058632)","(0.375, 0.09063269671749657)","(13.787507357871315, 0.25291862132626036)","(1.786310230063585, 0.15843720197995112)"
2,3,"(0.0, 0.0)","(0.88, 0.101418510567422)","(0.42, 0.16987390281365428)","(0.43, 0.09691675367477566)","(13.993388119792023, 0.37045859003406867)","(1.832844947334767, 0.16426501092407847)"
3,4,"(0.0, 0.0)","(0.8866666666666667, 0.09154754164341268)","(0.5066666666666667, 0.17613577014283477)","(0.475, 0.09955257046261681)","(14.425754774047528, 0.44881985465855473)","(1.8985386165305196, 0.12310076095341811)"
4,5,"(0.0, 0.0)","(0.9266666666666666, 0.07037315505489966)","(0.5866666666666667, 0.15637257097196092)","(0.525, 0.08451542547285167)","(14.887673656799597, 0.36199403315141954)","(1.9130712207988836, 0.2278716127735042)"
